LAT;-29,13956;;;;;;;;
LONG;-51,61112;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];Battery [mV];
Date/Time;avg;avg;avg;avg;sum;time;avg;last;Daily ET0 [mm]
2019-12-06 11:00:00;19,89;15,3;984;76,52;0;0;0,2;6678;
2019-12-06 10:00:00;16,57;16,5;850;100;0;25;0;6738;
2019-12-06 09:00:00;14,25;14,2;328;100;0;60;0;6552;
2019-12-06 08:00:00;13,44;13,4;151;100;0;60;0;6532;
2019-12-06 07:00:00;13;12,9;60;100;0;60;0;6552;
2019-12-06 06:00:00;12,59;12,5;0;100;0;60;0;6444;
2019-12-06 05:00:00;12,21;12,1;0;100;0;60;0;6424;
2019-12-06 04:00:00;12,82;12,7;0;100;0;60;0;6424;
2019-12-06 03:00:00;13,19;13,1;0;100;0;60;0;6424;
2019-12-06 02:00:00;13,81;13,7;0;100;0;30;0;6424;
2019-12-06 01:00:00;14,41;14,3;0;100;0;0;0;6424;
2019-12-06 00:00:00;14,98;14,9;0;100;0;0;0;6424;4,4
2019-12-05 23:00:00;15,99;15,4;0;96,79;0;0;0;6434;
2019-12-05 22:00:00;18,13;12,4;0;70,37;0;0;0;6434;
2019-12-05 21:00:00;19,44;11,7;0;61,78;0;0;0;6444;
2019-12-05 20:00:00;19,61;12;0;62,41;0;0;0,4;6444;
2019-12-05 19:00:00;21,25;13,1;65;60,65;0;0;0,2;6668;
2019-12-05 18:00:00;22,66;14,1;270;59,33;0;0;0,3;6738;
2019-12-05 17:00:00;23,26;15,2;613;61,5;0;0;0,2;6854;
2019-12-05 16:00:00;23,73;15,3;758;60,06;0;0;0,7;6952;
2019-12-05 15:00:00;22,74;16,4;946;68,1;0;0;0,3;6962;
2019-12-05 14:00:00;21,49;16,9;800;76,14;0;0;0,1;6894;
2019-12-05 13:00:00;20,76;16,8;837;79,23;0;0;0,4;6962;
2019-12-05 12:00:00;20,89;17,8;667;83,17;0;0;0,2;6864;
2019-12-05 11:00:00;19,93;18,3;636;91,47;0;0;0,6;6962;
2019-12-05 10:00:00;19,28;19;552;99,49;0;5;0,6;6884;
2019-12-05 09:00:00;18;17,9;424;100;0;55;1,1;6942;
2019-12-05 08:00:00;17,13;17;200;100;0;60;0,8;6826;
2019-12-05 07:00:00;16,43;16,3;45;100;0;60;2,1;6582;
2019-12-05 06:00:00;17,34;17,3;0;100;0;60;1;6424;
2019-12-05 05:00:00;18,13;18;0;100;0;60;0;6434;
2019-12-05 04:00:00;18,31;18,2;0;100;0;60;0;6434;
2019-12-05 03:00:00;18,53;18,4;0;100;0;60;0;6434;
2019-12-05 02:00:00;18,43;18,3;0;100;0;60;0;6434;
2019-12-05 01:00:00;18,51;18,4;0;100;0;60;0,1;6434;
2019-12-05 00:00:00;18,72;18,6;0;100;0;60;0,3;6434;4,5
2019-12-04 23:00:00;18,85;18,8;0;100;0;60;0;6444;
2019-12-04 22:00:00;18,94;18,9;0;100;0;60;0;6454;
2019-12-04 21:00:00;19,06;19;0;100;0;60;0;6474;
2019-12-04 20:00:00;20,01;19,9;0;100;0;60;1,3;6502;
2019-12-04 19:00:00;21,29;21,2;26;99,86;0;60;1,2;6542;
2019-12-04 18:00:00;22,25;21,5;13;96,19;0;60;0,1;6502;
2019-12-04 17:00:00;22,74;20,7;21;89,35;0;60;0;6562;
2019-12-04 16:00:00;24,89;20,7;84;79,25;0;25;0,7;6640;
2019-12-04 15:00:00;28,04;20,6;440;64,71;0;0;0,1;6796;
2019-12-04 14:00:00;28,54;20,9;771;64,17;0;0;0,3;6864;
2019-12-04 13:00:00;28,44;21,2;1239;65,76;0;0;0,8;6952;
2019-12-04 12:00:00;27,21;21;1098;69,61;0;0;1,2;6952;
2019-12-04 11:00:00;26,22;20,6;1090;72,16;0;0;0,8;6962;
2019-12-04 10:00:00;24,03;19,4;827;76,13;0;0;0,2;6952;
2019-12-04 09:00:00;22,04;18,4;498;80,91;0;0;0,2;6922;
2019-12-04 08:00:00;20,56;17,7;107;84,76;0;0;0,2;6688;
2019-12-04 07:00:00;19,14;17,1;132;89,13;0;0;0;6620;
2019-12-04 06:00:00;18,34;16,6;7;90,69;0;0;0,1;6484;
2019-12-04 05:00:00;18,52;16,5;0;88,8;0;0;0,2;6464;
2019-12-04 04:00:00;18,63;16,2;0;86,94;0;0;0,3;6464;
2019-12-04 03:00:00;18,59;16;0;85,94;0;0;0,3;6464;
2019-12-04 02:00:00;18,77;15,9;0;84,58;0;0;0,6;6464;
2019-12-04 01:00:00;18,83;16;0;84,66;0;0;0,1;6464;
2019-12-04 00:00:00;19,48;15,8;0;80,18;0;0;0,3;6494;5,3
2019-12-03 23:00:00;19,71;14,9;0;74,63;0;0;0,2;6512;
2019-12-03 22:00:00;19,11;14,3;0;74,27;0;0;0;6542;
2019-12-03 21:00:00;19,52;14;0;71,53;0;0;0;6572;
2019-12-03 20:00:00;20,46;13,4;0;64,63;0;0;0,3;6610;
2019-12-03 19:00:00;22,3;12,8;59;55,94;0;0;0,5;6688;
2019-12-03 18:00:00;24,08;13,4;286;51,9;0;0;0,9;6738;
2019-12-03 17:00:00;26,33;15,9;527;53,42;0;0;0,4;6834;
2019-12-03 16:00:00;28,2;15,6;758;47,04;0;0;0;6884;
2019-12-03 15:00:00;27,51;15;956;47,23;0;0;0;6932;
2019-12-03 14:00:00;26,66;14,6;1102;48,47;0;0;0;6952;
2019-12-03 13:00:00;25,6;15,3;1161;53,91;0;0;0;6952;
2019-12-03 12:00:00;24,71;15,7;1146;58,37;0;0;0;6952;
2019-12-03 11:00:00;22,8;14,8;1053;61,79;0;0;0,1;6962;
2019-12-03 10:00:00;21,37;15;877;67,94;0;0;0,1;6766;
2019-12-03 09:00:00;19,75;14,6;597;73,04;0;0;0,1;6678;
2019-12-03 08:00:00;17,35;12,7;105;74,85;0;0;0,1;6562;
2019-12-03 07:00:00;14,53;11,5;149;83,01;0;0;0;6484;
2019-12-03 06:00:00;11,47;10,8;7;97,1;0;0;0;6444;
2019-12-03 05:00:00;11,94;10,1;0;89,36;0;0;0;6424;
2019-12-03 04:00:00;11,91;9,7;0;86,92;0;0;0;6424;
2019-12-03 03:00:00;12,34;9,8;0;85,53;0;0;0;6434;
2019-12-03 02:00:00;12,29;10,6;0;90,36;0;0;0;6434;
2019-12-03 01:00:00;12,89;11,1;0;90,13;0;0;0;6444;
2019-12-03 00:00:00;13,55;10,7;0;83,83;0;0;0,3;6444;4,9
2019-12-02 23:00:00;14,2;9;0;72,22;0;0;0,1;6454;
2019-12-02 22:00:00;15,49;7,9;0;61,31;0;0;0,2;6464;
2019-12-02 21:00:00;16,16;8,5;0;61,26;0;0;0,3;6474;
2019-12-02 20:00:00;17,12;9,3;0;61,22;0;0;0,7;6484;
2019-12-02 19:00:00;18,35;9,2;55;55,91;0;0;0,4;6562;
2019-12-02 18:00:00;19,88;9,2;212;51,14;0;0;0,4;6816;
2019-12-02 17:00:00;21,85;9,6;542;46,54;0;0;0,3;6894;
2019-12-02 16:00:00;22,65;9,8;769;44,87;0;0;0,3;6962;
2019-12-02 15:00:00;22,45;8,9;981;42,62;0;0;0,3;6962;
2019-12-02 14:00:00;21,95;8,3;1123;42,35;0;0;0,3;6962;
2019-12-02 13:00:00;21,43;8,8;1185;45,37;0;0;0,2;6962;
2019-12-02 12:00:00;20,24;9,7;1161;51,52;0;0;0,2;6962;
2019-12-02 11:00:00;18,78;10,3;1065;58,63;0;0;0,1;6962;
2019-12-02 10:00:00;17,38;10,9;878;66,41;0;0;0;6932;
2019-12-02 09:00:00;16,81;11,7;386;72,76;0;0;0;6914;
2019-12-02 08:00:00;16,21;13,6;185;85,4;0;0;0;6844;
2019-12-02 07:00:00;14,04;13,3;139;96,18;0;0;0;6718;
2019-12-02 06:00:00;10,39;10,3;13;100;0;0;0;6502;
2019-12-02 05:00:00;10,55;10,5;0;100;0;0;0;6454;
2019-12-02 04:00:00;11,51;11,1;0;98,05;0;0;0;6454;
2019-12-02 03:00:00;12,47;10,4;0;88,04;0;0;0,1;6454;
2019-12-02 02:00:00;13,2;9,2;0;77,27;0;0;0,3;6454;
2019-12-02 01:00:00;13,75;8,4;0;71,15;0;0;0,1;6464;
2019-12-02 00:00:00;14,65;8,3;0;66,87;0;0;0,2;6502;4,2
2019-12-01 23:00:00;15,39;8,9;0;66,19;0;0;0,6;6522;
2019-12-01 22:00:00;15,83;10,5;0;71,64;0;0;0,8;6552;
2019-12-01 21:00:00;16,71;11,2;0;70,72;0;0;1,1;6582;
2019-12-01 20:00:00;17,75;12,3;0;71,35;0;0;1,3;6620;
2019-12-01 19:00:00;19,65;15,1;57;75,79;0;0;0,7;6678;
2019-12-01 18:00:00;21,58;15,9;287;70,93;0;0;0,7;6748;
2019-12-01 17:00:00;22,74;16,5;473;68,72;0;0;0,9;6894;
2019-12-01 16:00:00;23,71;17,3;692;68,18;0;0;0,3;6962;
2019-12-01 15:00:00;24,24;16,8;877;64,19;0;0;0,3;6894;
2019-12-01 14:00:00;23,88;17,5;1008;68,68;0;0;0,4;6962;
2019-12-01 13:00:00;23,25;19,4;1035;79,6;0;0;0,2;6942;
2019-12-01 12:00:00;21,47;18,9;524;86,23;0;0;0,5;6962;
2019-12-01 11:00:00;21,32;18,2;530;83,35;0;0;0,8;6942;
2019-12-01 10:00:00;20,88;18,7;422;88,3;0;0;1,1;6884;
2019-12-01 09:00:00;22,41;19,3;452;83,25;0;0;0;6904;
2019-12-01 08:00:00;20,6;18,1;121;86,56;0;0;0,1;6776;
2019-12-01 07:00:00;19,32;17,2;119;88,65;0;0;0;6708;
2019-12-01 06:00:00;18,51;17;8;91,63;0;0;0;6502;
2019-12-01 05:00:00;18,78;17,6;0;93,86;0;0;0;6474;
2019-12-01 04:00:00;18,7;18,5;0;99,75;0;0;0;6474;
2019-12-01 03:00:00;19,69;18,6;0;94,44;0;0;0;6484;
2019-12-01 02:00:00;20,38;20,2;0;99,7;0;0;0,1;6484;
2019-12-01 01:00:00;21,48;21,2;0;98,99;0;0;0,8;6484;
2019-12-01 00:00:00;21,98;21,9;0;100;0;0;0;6484;3,2
2019-11-30 23:00:00;22,59;22,5;0;99,96;0;0;0;6494;
2019-11-30 22:00:00;23;22,6;0;98,36;0;0;0;6494;
2019-11-30 21:00:00;23,3;22,3;0;95,18;0;0;0;6502;
2019-11-30 20:00:00;23,84;22;0;90,38;0;0;0;6502;
2019-11-30 19:00:00;24,52;22,3;39;88,01;0;0;0,2;6552;
2019-11-30 18:00:00;25,37;22,6;148;85,82;0;0;0,1;6756;
2019-11-30 17:00:00;26,28;22,9;258;82,66;0;0;0,1;6826;
2019-11-30 16:00:00;27,15;23,7;628;82,1;0;0;0,1;6874;
2019-11-30 15:00:00;26,55;24,4;479;89,21;0;0;0;6904;
2019-11-30 14:00:00;25,86;23,7;465;89,16;0;0;0;6904;
2019-11-30 13:00:00;26,12;22,5;740;81,58;0;15;0;6952;
2019-11-30 12:00:00;23,21;21,6;601;91,7;0;60;0;6962;
2019-11-30 11:00:00;19,52;19,4;414;100;0;60;0;6942;
2019-11-30 10:00:00;18,02;17,9;147;100;0;60;0,5;6728;
2019-11-30 09:00:00;20,78;19,1;157;91,28;0;35;1,1;6590;
2019-11-30 08:00:00;22,5;19,6;163;84,27;0;0;0;6678;
2019-11-30 07:00:00;20,12;18,4;114;90,96;0;0;0;6600;
2019-11-30 06:00:00;19,2;17,7;9;91,84;0;0;0;6494;
2019-11-30 05:00:00;19,58;17,2;0;87,15;0;0;0;6474;
2019-11-30 04:00:00;20,12;16,8;0;82,12;0;0;0;6474;
2019-11-30 03:00:00;20,17;17;0;82,93;0;0;0;6474;
2019-11-30 02:00:00;20,54;17,6;0;84,2;0;0;0;6484;
2019-11-30 01:00:00;21,12;17,4;0;80,35;0;0;0;6484;
2019-11-30 00:00:00;21,81;17,3;0;76,27;0;0;0;6484;5,5
2019-11-29 23:00:00;22,41;17,6;0;75;0;0;0;6494;
2019-11-29 22:00:00;22,88;17,4;0;72,26;0;0;0;6502;
2019-11-29 21:00:00;23,91;17,5;0;68,08;0;0;0;6512;
2019-11-29 20:00:00;25,1;17,6;0;63,9;0;0;0;6522;
2019-11-29 19:00:00;28,91;18,6;47;54,77;0;0;0;6562;
2019-11-29 18:00:00;30,52;18,7;273;50,06;0;0;0;6678;
2019-11-29 17:00:00;30,12;18,3;518;50,16;0;0;0;6834;
2019-11-29 16:00:00;30,07;18,9;750;51,98;0;0;0,1;6922;
2019-11-29 15:00:00;29,2;18,6;904;53,52;0;0;0,2;6952;
2019-11-29 14:00:00;28,23;18,5;896;56,6;0;0;0,6;6952;
2019-11-29 13:00:00;27,36;18,9;1155;60,86;0;0;0,5;6952;
2019-11-29 12:00:00;25,57;18,3;1133;65,32;0;0;0,4;6962;
2019-11-29 11:00:00;23,55;17,5;1036;69,74;0;0;0,2;6962;
2019-11-29 10:00:00;21,3;16,2;876;73,78;0;0;0,6;6942;
2019-11-29 09:00:00;19,23;15,4;604;79,41;0;0;0,8;6756;
2019-11-29 08:00:00;17,83;14,7;122;83,01;0;0;0,5;6610;
2019-11-29 07:00:00;16,52;14,2;158;87,28;0;0;0,1;6542;
2019-11-29 06:00:00;14,91;13,5;9;92,77;0;0;0,2;6494;
2019-11-29 05:00:00;14,77;13,4;0;92,88;0;0;0,3;6464;
2019-11-29 04:00:00;14,94;13,3;0;90,85;0;0;0,9;6464;
2019-11-29 03:00:00;14,71;13;0;90,67;0;0;0,4;6464;
2019-11-29 02:00:00;14,6;12,4;0;87,41;0;0;0;6464;
2019-11-29 01:00:00;14,35;11,8;0;85,8;0;0;0,1;6464;
2019-11-29 00:00:00;14,61;10,9;0;79,66;0;0;0,1;6464;5,1
2019-11-28 23:00:00;15,24;10,2;0;72,92;0;0;0,3;6474;
2019-11-28 22:00:00;15,86;10,1;0;69,51;0;0;0,2;6494;
2019-11-28 21:00:00;16,62;10,5;0;68,05;0;0;0,7;6512;
2019-11-28 20:00:00;17,64;11,6;0;68,39;0;0;1;6522;
2019-11-28 19:00:00;19,49;12,5;48;64,73;0;0;1;6572;
2019-11-28 18:00:00;21,12;13,3;283;61,69;0;0;0,7;6806;
2019-11-28 17:00:00;22,09;13,6;534;59,3;0;0;0,8;6914;
2019-11-28 16:00:00;22,76;13,2;769;55,63;0;0;0,8;6962;
2019-11-28 15:00:00;23,16;12,5;968;51,79;0;0;0,8;6962;
2019-11-28 14:00:00;23,33;12,7;1111;51,82;0;0;0,4;6962;
2019-11-28 13:00:00;22,56;11,6;1176;50,63;0;0;0,9;6962;
2019-11-28 12:00:00;21,66;10,5;1164;50,05;0;0;1,2;6962;
2019-11-28 11:00:00;21,18;10,7;1062;52,06;0;0;0,8;6962;
2019-11-28 10:00:00;19,66;10,8;891;57,4;0;0;0,6;6972;
2019-11-28 09:00:00;17,76;15,3;666;86,81;0;40;0,1;6972;
2019-11-28 08:00:00;15,69;15,6;93;100;0;60;0;6874;
2019-11-28 07:00:00;14,06;14;133;100;0;60;0;6668;
2019-11-28 06:00:00;11,46;11,4;8;100;0;60;0;6522;
2019-11-28 05:00:00;11,92;11,8;0;100;0;60;0;6474;
2019-11-28 04:00:00;11,48;11,4;0;100;0;60;0;6474;
2019-11-28 03:00:00;12,11;12;0;100;0;60;0;6484;
2019-11-28 02:00:00;13,08;13;0;100;0;60;0;6494;
2019-11-28 01:00:00;14,26;14,2;0;100;0;50;0,4;6512;
2019-11-28 00:00:00;14,98;14,9;0;100;0;0;0;6552;1,5
2019-11-27 23:00:00;15,12;15;0;100;0;0;0,8;6582;
2019-11-27 22:00:00;14,95;14,9;0;100;0;0;0,3;6610;
2019-11-27 21:00:00;15,22;15,1;0;100;0;0;0,5;6650;
2019-11-27 20:00:00;15,58;15,5;0;100;0;0;0,3;6688;
2019-11-27 19:00:00;16,17;16,1;34;100;0;0;1,8;6756;
2019-11-27 18:00:00;17,24;17,2;94;100;0;50;2,2;6864;
2019-11-27 17:00:00;17,62;17,5;100;100;0;60;2;6874;
2019-11-27 16:00:00;18,59;18,5;196;100;0;60;0,9;6874;
2019-11-27 15:00:00;18,78;18,7;147;100;0;60;0,6;6962;
2019-11-27 14:00:00;19,31;19,2;316;100;0;60;0,5;6922;
2019-11-27 13:00:00;18,51;18,4;266;100;0;60;1,5;6962;
2019-11-27 12:00:00;20,39;20,3;231;100;0;60;0,4;6826;
2019-11-27 11:00:00;20,27;20,2;249;100;0;60;0;6766;
2019-11-27 10:00:00;19,7;19,6;159;100;0;60;0;6688;
2019-11-27 09:00:00;19,16;19,1;183;100;0;60;0;6698;
2019-11-27 08:00:00;18,13;18;61;100;0;60;0;6610;
2019-11-27 07:00:00;17,7;17,6;23;100;0;60;0;6532;
2019-11-27 06:00:00;17,35;17,3;0;100;0;60;0;6474;
2019-11-27 05:00:00;17,22;17,1;0;100;0;60;0;6474;
2019-11-27 04:00:00;17,46;17,4;0;100;0;60;0;6474;
2019-11-27 03:00:00;17,56;17,5;0;100;0;60;0,1;6474;
2019-11-27 02:00:00;17,61;17,5;0;100;0;60;0;6474;
2019-11-27 01:00:00;17,87;17,8;0;100;0;60;0;6474;
2019-11-27 00:00:00;18,09;18;0;100;0;60;0;6484;2,3
2019-11-26 23:00:00;18,26;18,2;0;100;0;60;0;6484;
2019-11-26 22:00:00;18,58;18,5;0;100;0;60;1;6484;
2019-11-26 21:00:00;18,57;18,5;0;100;0;60;1;6484;
2019-11-26 20:00:00;18,38;18,3;0;100;0;60;0,9;6484;
2019-11-26 19:00:00;18,44;18,4;11;100;0;60;0,5;6494;
2019-11-26 18:00:00;18,4;18,3;27;100;0;60;0,4;6532;
2019-11-26 17:00:00;18,94;18,8;19;100;0;60;0,1;6552;
2019-11-26 16:00:00;20,36;19,6;44;96,16;0;40;1,7;6640;
2019-11-26 15:00:00;23,43;19,1;185;77,6;0;0;0,4;6786;
2019-11-26 14:00:00;23,66;19;461;76,3;0;0;0,1;6942;
2019-11-26 13:00:00;22,16;17,9;276;77,45;0;0;0;6952;
2019-11-26 12:00:00;21,56;17,5;372;78,77;0;0;0,3;6952;
2019-11-26 11:00:00;21,3;17,3;405;78,53;0;0;0,2;6952;
2019-11-26 10:00:00;19,97;16,2;529;79,75;0;0;1,4;6962;
2019-11-26 09:00:00;18,32;15,3;398;83,61;0;0;1,3;6962;
2019-11-26 08:00:00;17,28;14,7;223;85,69;0;0;0,7;6834;
2019-11-26 07:00:00;16,44;14,2;85;87,81;0;0;1;6660;
2019-11-26 06:00:00;16,4;14,1;11;87,49;0;0;0,9;6502;
2019-11-26 05:00:00;16,66;14,1;0;85,85;0;0;0,6;6484;
2019-11-26 04:00:00;17,24;14;0;82,24;0;0;0,6;6484;
2019-11-26 03:00:00;17,67;14,2;0;80,89;0;0;0,3;6494;
2019-11-26 02:00:00;18,25;14,3;0;78,78;0;0;0,2;6494;
2019-11-26 01:00:00;18,88;14,8;0;77,98;0;0;0,8;6494;
2019-11-26 00:00:00;19,24;16;0;82,32;0;0;0,1;6502;5,4
2019-11-25 23:00:00;19,89;16,7;0;82,8;0;0;0;6512;
2019-11-25 22:00:00;19,5;17,8;0;91,07;0;0;0;6512;
2019-11-25 21:00:00;19,7;18;0;90,57;0;0;0,3;6512;
2019-11-25 20:00:00;20,67;17,7;0;83,85;0;0;0,6;6522;
2019-11-25 19:00:00;22,3;17,4;46;74,85;0;0;0,5;6562;
2019-11-25 18:00:00;25,17;17,3;171;63,09;0;0;0,3;6786;
2019-11-25 17:00:00;27,79;16,7;413;51,58;0;0;0;6854;
2019-11-25 16:00:00;28,29;16;710;48,22;0;0;0;6914;
2019-11-25 15:00:00;27,63;15,8;951;49,39;0;0;0;6952;
2019-11-25 14:00:00;26,6;16,1;1097;53,36;0;0;0,1;6952;
2019-11-25 13:00:00;25,33;15,9;1166;56,8;0;0;0,1;6962;
2019-11-25 12:00:00;23,95;15,3;1153;59,5;0;0;0,3;6962;
2019-11-25 11:00:00;22,01;14,4;1052;62,61;0;0;0,2;6962;
2019-11-25 10:00:00;20,22;14;878;68,13;0;0;0,2;6962;
2019-11-25 09:00:00;17,69;12,7;648;73,55;0;0;1,2;6972;
2019-11-25 08:00:00;16,2;12,3;110;78,48;0;0;1;6864;
2019-11-25 07:00:00;14,99;12,1;162;84,16;0;0;0,4;6660;
2019-11-25 06:00:00;13,82;12,1;11;90,49;0;0;0,5;6522;
2019-11-25 05:00:00;13,93;12,7;0;93,1;0;0;0,5;6484;
2019-11-25 04:00:00;13,95;13,3;0;96,95;0;0;0,2;6474;
2019-11-25 03:00:00;13,94;13,3;0;96,8;0;0;0,1;6474;
2019-11-25 02:00:00;14,21;13;0;93,87;0;0;0,1;6474;
2019-11-25 01:00:00;13,95;12,9;0;94,33;0;0;0,1;6474;
2019-11-25 00:00:00;14,16;12,5;0;90,55;0;0;0,4;6512;5,1
2019-11-24 23:00:00;14,55;12,4;0;88,06;0;0;0,5;6532;
2019-11-24 22:00:00;14,83;13,6;0;93,26;0;0;0,5;6552;
2019-11-24 21:00:00;15,43;13,7;0;90,08;0;0;1,2;6582;
2019-11-24 20:00:00;16,58;14;0;85,39;0;0;1,5;6620;
2019-11-24 19:00:00;18,6;14,6;45;78,43;0;0;1,3;6668;
2019-11-24 18:00:00;20,53;15;262;71,31;0;0;1,2;6748;
2019-11-24 17:00:00;22,19;15,3;518;66,03;0;0;0,7;6922;
2019-11-24 16:00:00;23,29;15,8;750;63,33;0;0;0,4;6962;
2019-11-24 15:00:00;23,96;15,9;971;61,4;0;0;0,2;6962;
2019-11-24 14:00:00;24,16;13,6;1097;52,49;0;0;0;6962;
2019-11-24 13:00:00;22,98;13,2;1163;54,78;0;0;0,1;6962;
2019-11-24 12:00:00;22,04;13,2;1152;57,96;0;0;0;6962;
2019-11-24 11:00:00;20,02;11,8;1051;60,03;0;0;0,1;6962;
2019-11-24 10:00:00;18,48;11,2;889;63,63;0;0;0,2;6972;
2019-11-24 09:00:00;16,48;11,3;629;72,27;0;0;0,2;6972;
2019-11-24 08:00:00;15,1;11,1;116;78;0;0;0,2;6708;
2019-11-24 07:00:00;13,34;10,5;164;84,39;0;0;0;6600;
2019-11-24 06:00:00;10,89;9,3;11;91,1;0;0;0,2;6532;
2019-11-24 05:00:00;10,68;9,4;0;93,02;0;0;0,1;6502;
2019-11-24 04:00:00;11,14;9,5;0;90,84;0;0;0,3;6502;
2019-11-24 03:00:00;11,32;9,9;0;91,94;0;0;0,4;6502;
2019-11-24 02:00:00;11,26;10,5;0;96,11;0;0;0,1;6502;
2019-11-24 01:00:00;11,93;11,1;0;95,74;0;0;0,2;6494;
2019-11-24 00:00:00;12,39;11,8;0;96,89;0;0;0,3;6532;2,3
2019-11-23 23:00:00;12,68;12,3;0;98,88;0;0;0,1;6552;
2019-11-23 22:00:00;13,45;12,9;0;97,23;0;0;0,4;6600;
2019-11-23 21:00:00;14,3;12,8;0;91,37;0;0;0,6;6640;
2019-11-23 20:00:00;14,99;11,8;0;81,99;0;0;1,1;6688;
2019-11-23 19:00:00;16,06;12,7;37;81,68;0;0;1,3;6766;
2019-11-23 18:00:00;17,22;14,2;174;83,51;0;0;1,5;6904;
2019-11-23 17:00:00;18,02;14,6;394;81,56;0;0;2,3;6962;
2019-11-23 16:00:00;18,28;15,1;402;82,38;0;0;1,7;6972;
2019-11-23 15:00:00;18,17;15,7;451;86,45;0;0;2;6972;
2019-11-23 14:00:00;18,06;16,9;720;93,73;0;0;2,2;6972;
2019-11-23 13:00:00;17,03;16,9;385;100;0;35;1,9;6972;
2019-11-23 12:00:00;16,64;16,5;269;100;0;60;2,4;6962;
2019-11-23 11:00:00;16,94;16,9;351;100;0;60;2,2;6972;
2019-11-23 10:00:00;17,08;17;208;100;0;60;2,6;6972;
2019-11-23 09:00:00;17,79;17,7;128;100;0;60;1,6;6904;
2019-11-23 08:00:00;18,41;18,3;151;100;0;60;0,5;6884;
2019-11-23 07:00:00;17,56;17,5;34;100;0;60;0;6650;
2019-11-23 06:00:00;17,47;17,4;0;100;0;60;0;6502;
2019-11-23 05:00:00;17,31;17,2;0;100;0;60;0;6502;
2019-11-23 04:00:00;17,19;17,1;0;100;0;60;0;6502;
2019-11-23 03:00:00;17,12;17;0;100;0;60;0,2;6502;
2019-11-23 02:00:00;17,49;17,4;0;100;0;60;0,5;6502;
2019-11-23 01:00:00;18,28;18,2;0;100;0;60;0;6512;
2019-11-23 00:00:00;18,3;18,2;0;100;0;60;0;6542;3,9
2019-11-22 23:00:00;18,51;18,4;0;100;0;60;0,1;6572;
2019-11-22 22:00:00;18,29;18,2;0;100;0;60;0;6600;
2019-11-22 21:00:00;18,41;18,3;0;100;0;60;0;6630;
2019-11-22 20:00:00;18,58;18,5;0;100;0;60;0;6668;
2019-11-22 19:00:00;19,03;18,9;24;100;0;60;0;6748;
2019-11-22 18:00:00;19,12;19;52;100;0;60;0,2;6776;
2019-11-22 17:00:00;19,41;19,3;57;100;0;60;2,6;6786;
2019-11-22 16:00:00;20,29;20;38;98,77;0;60;4,2;6766;
2019-11-22 15:00:00;22,36;20,3;47;89,49;0;60;1,3;6786;
2019-11-22 14:00:00;31,37;22,4;600;59,97;0;0;0;6806;
2019-11-22 13:00:00;30,29;22,3;783;63,28;0;0;0;6922;
2019-11-22 12:00:00;29,09;21,9;914;66,2;0;0;0,1;6952;
2019-11-22 11:00:00;26,77;21,7;970;74,78;0;0;0,1;6962;
2019-11-22 10:00:00;24,21;20,6;660;81,2;0;0;0,4;6962;
2019-11-22 09:00:00;22,62;20,1;605;86,6;0;0;0,5;6816;
2019-11-22 08:00:00;20,65;19,7;203;95,12;0;60;0,7;6718;
2019-11-22 07:00:00;19,81;19,7;57;99,99;0;60;1,1;6590;
2019-11-22 06:00:00;19,7;19,3;0;97,9;0;55;0,9;6502;
2019-11-22 05:00:00;21,63;18,1;0;81,37;0;0;1,1;6502;
2019-11-22 04:00:00;22,29;17,7;0;76,06;0;0;0,7;6502;
2019-11-22 03:00:00;22,87;17,4;0;72,39;0;0;0,2;6502;
2019-11-22 02:00:00;23,38;17,7;0;71,39;0;0;0,1;6502;
2019-11-22 01:00:00;24,01;18,2;0;70,65;0;0;0,2;6512;
2019-11-22 00:00:00;24,68;19,5;0;73,74;0;0;0;6512;5,6
2019-11-21 23:00:00;24,77;19,9;0;75,61;0;0;0;6522;
2019-11-21 22:00:00;24,12;19,6;0;76,88;0;0;0;6522;
2019-11-21 21:00:00;24,67;19,6;0;74,24;0;0;0;6522;
2019-11-21 20:00:00;25,24;19,5;0;71,5;0;0;0;6532;
2019-11-21 19:00:00;25,81;19,7;19;70,02;0;0;0;6542;
2019-11-21 18:00:00;28,54;20,9;168;64,24;0;0;0;6660;
2019-11-21 17:00:00;30,9;21,6;545;58,67;0;0;0;6844;
2019-11-21 16:00:00;31,15;21,7;575;58,03;0;0;0;6914;
2019-11-21 15:00:00;31,36;20,8;909;54,53;0;0;0;6942;
2019-11-21 14:00:00;31,09;21,8;983;58,79;0;0;0;6952;
2019-11-21 13:00:00;29,81;22,3;1110;65,22;0;0;0;6952;
2019-11-21 12:00:00;28,23;21,5;1095;67,67;0;0;0,1;6952;
2019-11-21 11:00:00;26,64;20,8;999;71,45;0;0;0,1;6952;
2019-11-21 10:00:00;24,53;20;798;76,59;0;0;0,4;6962;
2019-11-21 09:00:00;23,05;19,3;627;80,19;0;0;0,4;6962;
2019-11-21 08:00:00;21,9;19;149;84,28;0;0;0,5;6844;
2019-11-21 07:00:00;20,9;18,8;143;88,75;0;0;0,2;6668;
2019-11-21 06:00:00;19,79;18,6;13;93,62;0;0;0,4;6542;
