LAT;-29,09837;;;;;;;;
LONG;-51,66788;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];Battery [mV];
2020-09-12 12:00:00;20,37;19,3;282;94,65;0;0;2,6;6894;
2020-09-12 11:00:00;19,5;19,4;421;99,82;0;50;1,3;6972;
2020-09-12 10:00:00;17,67;17,6;231;100;0;60;1,5;6972;
2020-09-12 09:00:00;17,5;17,4;136;100;0;60;1,1;6786;
2020-09-12 08:00:00;16,53;16,4;53;100;0;60;2,6;6708;
2020-09-12 07:00:00;16,26;16,2;0;100;0;60;0,9;6552;
2020-09-12 06:00:00;16,36;16,3;0;100;0,6;60;1,6;6562;
2020-09-12 05:00:00;16,72;16,6;0;100;4,2;35;2,2;6562;
2020-09-12 04:00:00;17,44;17,3;0;100;0;30;2,5;6572;
2020-09-12 03:00:00;18,68;18,6;0;100;0;60;1;6562;
2020-09-12 02:00:00;20,37;20,3;0;100;0;60;1,3;6572;
2020-09-12 01:00:00;21,36;21,3;0;100;0;60;1;6582;
2020-09-12 00:00:00;21,82;21,7;0;100;0;60;0,6;6582;3,1
2020-09-11 23:00:00;22,11;22;0;100;0;60;0,1;6590;
2020-09-11 22:00:00;22,51;22,4;0;100;0;0;0;6610;
2020-09-11 21:00:00;23,25;23,2;0;100;0;0;0;6610;
2020-09-11 20:00:00;24,34;23,9;0;98,19;0;0;0;6640;
2020-09-11 19:00:00;25,39;23,5;0;90,58;0;0;0;6678;
2020-09-11 18:00:00;27,91;23,5;63;77,82;0;0;0;6756;
2020-09-11 17:00:00;29,07;23,6;219;73,05;0;0;0;6952;
2020-09-11 16:00:00;30,3;23,8;328;69,08;0;0;0;6952;
2020-09-11 15:00:00;30,03;24,1;522;71,51;0;0;0,1;6962;
2020-09-11 14:00:00;27,93;23,1;648;75,64;0;0;0,3;6972;
2020-09-11 13:00:00;25,51;22,1;697;82,25;0;0;1,4;6972;
2020-09-11 12:00:00;23,73;21,3;613;87,15;0;0;2;6972;
2020-09-11 11:00:00;21,73;20,7;537;94,69;0;0;3;6982;
2020-09-11 10:00:00;20,11;20;409;99,9;0;0;3,2;6982;
2020-09-11 09:00:00;18,3;18,2;246;100;0;0;3,3;6972;
2020-09-11 08:00:00;16,46;16,4;94;100;0;0;2,1;6786;
2020-09-11 07:00:00;15,59;15,5;7;100;0;0;1,6;6582;
2020-09-11 06:00:00;15,72;15,6;0;100;0;0;1,7;6562;
2020-09-11 05:00:00;15,17;15,1;0;100;0;0;2;6572;
2020-09-11 04:00:00;14,96;14,9;0;100;0;0;2,3;6572;
2020-09-11 03:00:00;15,23;15,1;0;100;0;0;1,7;6572;
2020-09-11 02:00:00;15,87;15,8;0;100;0;0;1,3;6572;
2020-09-11 01:00:00;15,47;15,4;0;100;0;20;0;6582;
2020-09-11 00:00:00;15,74;15,6;0;100;0;0;0,1;6582;3
2020-09-10 23:00:00;16,18;16,1;0;100;0;0;1,3;6600;
2020-09-10 22:00:00;16,5;16,4;0;100;0;0;1,5;6610;
2020-09-10 21:00:00;17,18;17,1;0;100;0;0;1,7;6630;
2020-09-10 20:00:00;17,98;17,4;0;97,72;0;0;2,8;6640;
2020-09-10 19:00:00;19,56;16,6;0;84,23;0;0;3,4;6678;
2020-09-10 18:00:00;21,53;16,3;74;72,89;0;0;2,2;6806;
2020-09-10 17:00:00;23,31;16,5;274;66,54;0;0;0,9;6972;
2020-09-10 16:00:00;24,34;16,5;493;62,71;0;0;0,6;6972;
2020-09-10 15:00:00;24,24;18,2;677;69,89;0;0;0,9;6972;
2020-09-10 14:00:00;23,91;17,8;751;69,74;0;0;0,9;6972;
2020-09-10 13:00:00;23,15;18,4;720;75,58;0;0;0,8;6972;
2020-09-10 12:00:00;22,08;18,5;718;80,81;0;0;1,1;6972;
2020-09-10 11:00:00;21,11;19,7;547;92,92;0;0;0,7;6982;
2020-09-10 10:00:00;20,38;20,2;321;99,39;0,4;0;0,8;6922;
2020-09-10 09:00:00;19,82;19,7;216;100;0;0;0,2;6914;
2020-09-10 08:00:00;18,58;18,5;60;100;0;30;0,3;6698;
2020-09-10 07:00:00;18,47;18,4;0;100;0;60;0,2;6582;
2020-09-10 06:00:00;18,72;18,6;0;100;0;55;0,3;6572;
2020-09-10 05:00:00;19,15;19,1;0;100;0;0;0,2;6572;
2020-09-10 04:00:00;19,26;19,2;0;100;0;0;0,3;6582;
2020-09-10 03:00:00;19,84;19,8;0;100;0;0;0,2;6572;
2020-09-10 02:00:00;20,2;19,8;0;98,45;0;0;0,4;6582;
2020-09-10 01:00:00;20,66;20,1;0;97,23;0;0;0,5;6582;
2020-09-10 00:00:00;21,17;19,9;0;93,3;0;0;0,3;6582;2,6
2020-09-09 23:00:00;21,58;20;0;91,27;0;0;1,3;6582;
2020-09-09 22:00:00;22,13;20,5;0;91,56;0;0;1;6590;
2020-09-09 21:00:00;23,16;20,5;0;86,02;0;0;0,6;6610;
2020-09-09 20:00:00;23,89;20,5;0;82,61;0;0;0,9;6630;
2020-09-09 19:00:00;24,38;20,6;0;80,59;0;0;0,8;6660;
2020-09-09 18:00:00;25,03;21,1;43;79,91;0;0;0,8;6728;
2020-09-09 17:00:00;25,86;22,6;128;83,17;0;0;0,2;6952;
2020-09-09 16:00:00;26,5;23,1;184;82,38;0;0;0;6952;
2020-09-09 15:00:00;27,03;23;493;79,72;0;0;0,3;6816;
2020-09-09 14:00:00;26,13;22,9;541;83,28;0;0;0,6;6972;
2020-09-09 13:00:00;24,79;22,4;594;87,52;0;0;1,4;6972;
2020-09-09 12:00:00;22,99;22;532;94,82;0;0;2,5;6982;
2020-09-09 11:00:00;21,63;21,1;493;98,14;0;0;2,8;6982;
2020-09-09 10:00:00;20,12;19,9;430;99,35;0;0;3,4;6982;
2020-09-09 09:00:00;18,9;18,8;245;100;0;0;3,4;6972;
2020-09-09 08:00:00;18,08;18;68;100;0;0;3,1;6728;
2020-09-09 07:00:00;17,58;17,5;0;100;0;0;3,3;6590;
2020-09-09 06:00:00;17,08;17;0;100;0;0;3,7;6572;
2020-09-09 05:00:00;16,76;16,7;0;100;0;0;3,3;6582;
2020-09-09 04:00:00;16,61;16,5;0;100;0;0;3,8;6590;
2020-09-09 03:00:00;16,41;16,3;0;100;0;0;3,1;6582;
2020-09-09 02:00:00;16,3;16,2;0;100;0;0;2,9;6600;
2020-09-09 01:00:00;16,11;16;0;100;0;0;2,7;6600;
2020-09-09 00:00:00;16,14;16;0;100;0;35;1,4;6610;2,5
2020-09-08 23:00:00;16,14;16;0;100;0;25;0,2;6620;
2020-09-08 22:00:00;16,44;16,4;0;100;0;0;0;6630;
2020-09-08 21:00:00;16,63;16,6;0;100;0;0;0;6660;
2020-09-08 20:00:00;16,77;16,7;0;100;0;0;0,2;6678;
2020-09-08 19:00:00;17,19;17,1;0;100;0;0;0,5;6708;
2020-09-08 18:00:00;18,16;18,1;62;100;0;0;1;6796;
2020-09-08 17:00:00;19,47;19,4;290;100;0;0;1;6972;
2020-09-08 16:00:00;20,01;19,9;572;100;0;0;1,1;6982;
2020-09-08 15:00:00;19,4;19,3;718;100;0;0;0,8;6982;
2020-09-08 14:00:00;19,89;19,8;757;100;0;0;0,7;6972;
2020-09-08 13:00:00;19,35;19,3;842;100;0;5;0,9;6982;
2020-09-08 12:00:00;18,67;18,6;549;100;0;0;0,7;6982;
2020-09-08 11:00:00;17,06;17;470;100;0;0;0,9;6982;
2020-09-08 10:00:00;16,11;16;438;100;0;30;0,7;6982;
2020-09-08 09:00:00;15,03;14,9;264;100;0;60;1,6;6962;
2020-09-08 08:00:00;13,75;13,7;50;100;0;60;0,6;6668;
2020-09-08 07:00:00;13,63;13,5;0;100;0;60;1;6562;
2020-09-08 06:00:00;13,8;13,7;0;100;0;60;1,2;6552;
2020-09-08 05:00:00;13,83;13,8;0;100;0;60;1,5;6542;
2020-09-08 04:00:00;13,7;13,6;0;100;0;60;1,5;6552;
2020-09-08 03:00:00;13,4;13,3;0;100;0;60;0,8;6562;
2020-09-08 02:00:00;13,23;13,1;0;100;0;60;1,2;6552;
2020-09-08 01:00:00;13,11;13;0;100;0,4;60;2,1;6572;
2020-09-08 00:00:00;13,01;12,9;0;100;0,4;60;1,1;6572;0,5
2020-09-07 23:00:00;12,91;12,8;0;100;0,2;60;1,4;6590;
2020-09-07 22:00:00;12,9;12,8;0;100;0;60;1,1;6590;
2020-09-07 21:00:00;12,75;12,7;0;100;1,6;60;1,4;6590;
2020-09-07 20:00:00;12,93;12,8;0;100;3;60;2,2;6620;
2020-09-07 19:00:00;12,96;12,9;0;100;0,4;60;2,2;6620;
2020-09-07 18:00:00;13,18;13,1;7;100;0,4;60;1,4;6650;
2020-09-07 17:00:00;13,09;13;32;100;2,8;60;1,9;6756;
2020-09-07 16:00:00;13,39;13,3;15;100;1,4;60;2,2;6728;
2020-09-07 15:00:00;13,43;13,3;43;100;0,2;60;3,1;6776;
2020-09-07 14:00:00;13,53;13,4;60;100;0,4;60;3,3;6844;
2020-09-07 13:00:00;13,78;13,7;93;100;0;50;3,7;6806;
2020-09-07 12:00:00;13,74;13,7;56;100;0,2;60;3,1;6806;
2020-09-07 11:00:00;13,44;13,4;99;100;0,4;60;3;6816;
2020-09-07 10:00:00;13,15;13,1;47;100;0,4;50;1,6;6660;
2020-09-07 09:00:00;13,05;13;16;100;0;0;2,5;6552;
2020-09-07 08:00:00;12,75;12,7;10;100;0,2;0;2,5;6542;
2020-09-07 07:00:00;12,83;12,7;0;100;0;0;2;6532;
2020-09-07 06:00:00;12,64;12,5;0;100;0;20;1,2;6532;
2020-09-07 05:00:00;13,01;12,9;0;100;0;10;1,1;6542;
2020-09-07 04:00:00;12,83;12,7;0;100;0;60;1,7;6542;
2020-09-07 03:00:00;12,77;12,7;0;100;0;60;0,4;6542;
2020-09-07 02:00:00;12,86;12,8;0;100;0;60;0,7;6532;
2020-09-07 01:00:00;12,97;12,9;0;100;0,2;60;0,6;6542;
2020-09-07 00:00:00;13,27;13,2;0;100;0;60;1,6;6532;0,5
2020-09-06 23:00:00;13,44;13,3;0;100;0;60;1,9;6542;
2020-09-06 22:00:00;13,79;13,7;0;100;0;60;0,8;6552;
2020-09-06 21:00:00;14,03;13,9;0;100;0;60;0,9;6572;
2020-09-06 20:00:00;14,06;14;0;100;0;60;1,8;6590;
2020-09-06 19:00:00;14,48;14,4;0;100;0;60;1,3;6600;
2020-09-06 18:00:00;14,85;14,8;22;100;0;60;1,3;6660;
2020-09-06 17:00:00;14,75;14,7;24;100;0,2;60;1,4;6688;
2020-09-06 16:00:00;14,68;14,6;14;100;2;60;2,8;6688;
2020-09-06 15:00:00;14,63;14,5;21;100;0,6;60;1,7;6748;
2020-09-06 14:00:00;14,55;14,5;72;100;1,8;60;1,5;6806;
2020-09-06 13:00:00;14,37;14,3;43;100;2,4;60;0,8;6738;
2020-09-06 12:00:00;14,13;14;38;100;3,2;60;1,1;6708;
2020-09-06 11:00:00;13,81;13,7;40;100;3,2;60;1;6660;
2020-09-06 10:00:00;13,32;13,2;13;100;5,6;60;1,4;6590;
2020-09-06 09:00:00;13,13;13;11;100;1,6;60;1,3;6572;
2020-09-06 08:00:00;12,89;12,8;0;100;3,4;60;1,6;6542;
2020-09-06 07:00:00;12,75;12,7;0;100;11,4;60;2,1;6542;
2020-09-06 06:00:00;13,01;12,9;0;100;0,6;10;3,2;6542;
2020-09-06 05:00:00;12,62;12,5;0;100;0;40;1,4;6562;
2020-09-06 04:00:00;12,58;12,5;0;100;0;60;1,1;6552;
2020-09-06 03:00:00;12,43;12,3;0;100;0;60;1,1;6552;
2020-09-06 02:00:00;12,42;12,3;0;100;0;60;0,5;6572;
2020-09-06 01:00:00;12,41;12,3;0;100;0,2;20;1,1;6582;
2020-09-06 00:00:00;12,41;12,3;0;100;0;0;0,2;6590;1,9
2020-09-05 23:00:00;12,69;12,6;0;100;0;0;0,3;6600;
2020-09-05 22:00:00;13,2;13,1;0;100;0,2;0;0,1;6630;
2020-09-05 21:00:00;13,47;13,4;0;100;0;0;1,5;6650;
2020-09-05 20:00:00;13,38;13,3;0;100;0;0;2;6668;
2020-09-05 19:00:00;12,8;12,7;0;100;0;0;0,6;6688;
2020-09-05 18:00:00;13,12;13;21;100;0;0;0,6;6748;
2020-09-05 17:00:00;13,55;13,5;77;100;0;0;1;6972;
2020-09-05 16:00:00;14,65;14,6;192;100;0;0;1;6884;
2020-09-05 15:00:00;16,39;15,9;331;98,01;0;0;0,9;6972;
2020-09-05 14:00:00;18,91;16,5;608;86,71;0;0;1;6972;
2020-09-05 13:00:00;18,29;15,6;613;85,66;0;0;0,7;6972;
2020-09-05 12:00:00;17,03;15;547;88,66;0;0;0,9;6982;
2020-09-05 11:00:00;15,26;14,3;521;94,92;0;0;0,9;6982;
2020-09-05 10:00:00;13,18;13,1;357;99,96;0;0;1,4;6982;
2020-09-05 09:00:00;11,57;11,5;130;100;0;0;0,8;6874;
2020-09-05 08:00:00;10,78;10,7;31;100;0;0;0,6;6610;
2020-09-05 07:00:00;10,75;10,7;0;100;0;0;0,5;6542;
2020-09-05 06:00:00;10,79;10,7;0;100;0;0;0,7;6552;
2020-09-05 05:00:00;10,97;10,9;0;100;0;0;0,4;6562;
2020-09-05 04:00:00;11,78;11,7;0;100;0;0;0,7;6572;
2020-09-05 03:00:00;12,13;11,9;0;99,51;0;0;1;6572;
2020-09-05 02:00:00;12,24;12,1;0;99,89;0;0;0,7;6582;
2020-09-05 01:00:00;12,23;12,1;0;100;0;0;0,4;6590;
2020-09-05 00:00:00;12,3;12,2;0;100;0;0;0,5;6590;2,5
2020-09-04 23:00:00;12,41;12,3;0;99,91;0;0;1,5;6610;
2020-09-04 22:00:00;12,26;11,9;0;98,57;0;0;1,8;6630;
2020-09-04 21:00:00;12,63;11,6;0;94,42;0;0;2,6;6650;
2020-09-04 20:00:00;13,36;12;0;92,14;0;0;3;6688;
2020-09-04 19:00:00;14,81;13,1;0;90,06;0;0;2,5;6718;
2020-09-04 18:00:00;16,84;13,7;73;82,98;0;0;0,8;6826;
2020-09-04 17:00:00;18,45;13,9;296;75,8;0;0;0,9;6972;
2020-09-04 16:00:00;19,26;13,7;525;70,97;0;0;1;6982;
2020-09-04 15:00:00;19,09;12,3;714;65,84;0;0;0,7;6982;
2020-09-04 14:00:00;18,06;12,5;840;71,04;0;0;0,9;6982;
2020-09-04 13:00:00;16,47;12,7;897;79,24;0;0;0,7;6982;
2020-09-04 12:00:00;14,31;12,7;838;91,3;0;0;1,5;6982;
2020-09-04 11:00:00;12,66;12,2;421;98,1;0;0;0,5;6982;
2020-09-04 10:00:00;11,25;11,2;189;100;0;0;0,1;6972;
2020-09-04 09:00:00;10,25;10,2;96;100;0;0;0,1;6786;
2020-09-04 08:00:00;9,69;9,6;38;100;0;0;0;6650;
2020-09-04 07:00:00;9,32;9,2;0;100;0;0;0,1;6532;
2020-09-04 06:00:00;9,32;9,2;0;100;0;0;0,2;6552;
2020-09-04 05:00:00;9,39;9,3;0;100;0;0;0,1;6552;
2020-09-04 04:00:00;9,56;9,5;0;100;0;0;0,2;6552;
2020-09-04 03:00:00;9,71;9,6;0;100;0;0;0,5;6562;
2020-09-04 02:00:00;9,89;9,8;0;100;0;0;0,5;6562;
2020-09-04 01:00:00;10,02;9,9;0;100;0;55;0,2;6572;
2020-09-04 00:00:00;10,12;10;0;100;0;60;0,2;6590;1
2020-09-03 23:00:00;10,06;10;0;100;0;60;0,4;6590;
2020-09-03 22:00:00;10,16;10,1;0;100;0;60;0,5;6600;
2020-09-03 21:00:00;10,38;10,3;0;100;0;20;0,3;6620;
2020-09-03 20:00:00;10,67;10,6;0;100;0;0;0,6;6640;
2020-09-03 19:00:00;11,29;11,2;0;100;0;0;0,4;6668;
2020-09-03 18:00:00;11,8;11,7;12;100;0;0;0,4;6698;
2020-09-03 17:00:00;12,27;12,2;46;100;0;0;0,4;6834;
2020-09-03 16:00:00;12,97;12,9;79;100;0;0;0,6;6904;
2020-09-03 15:00:00;14,79;14,7;245;100;0;0;0,7;6972;
2020-09-03 14:00:00;15,98;15,9;192;100;0;35;0,5;6972;
2020-09-03 13:00:00;16,03;15,9;236;100;0;60;0,5;6972;
2020-09-03 12:00:00;15,29;15,2;178;100;0;60;0,1;6972;
2020-09-03 11:00:00;14,85;14,7;117;100;0;60;0,3;6826;
2020-09-03 10:00:00;14,53;14,4;43;100;2,2;60;0,2;6668;
2020-09-03 09:00:00;14,77;14,7;11;100;0;60;1,2;6590;
2020-09-03 08:00:00;15,85;15,7;0;100;0,2;60;1,9;6572;
2020-09-03 07:00:00;16,7;16,6;0;100;0,8;40;1,1;6572;
2020-09-03 06:00:00;17,63;17,5;0;100;0;0;1,2;6562;
2020-09-03 05:00:00;17,96;17,7;0;99,03;0;0;1,5;6572;
2020-09-03 04:00:00;18,27;17,2;0;94,18;0;0;1;6582;
2020-09-03 03:00:00;18,04;16,6;0;92,57;0;0;0,9;6582;
2020-09-03 02:00:00;18,34;16,3;0;89,28;0;0;0,4;6572;
2020-09-03 01:00:00;18,95;16,2;0;85,03;0;0;0,9;6572;
2020-09-03 00:00:00;19,17;16;0;82,58;0;0;1,3;6590;4
2020-09-02 23:00:00;19,68;15,7;0;78,63;0;0;3;6590;
2020-09-02 22:00:00;20,31;15,6;0;75,29;0;0;4,4;6610;
2020-09-02 21:00:00;21,2;15,6;0;71,21;0;0;5,2;6620;
2020-09-02 20:00:00;22,67;15,5;0;65,08;0;0;4,7;6630;
2020-09-02 19:00:00;23,87;15,8;0;61,46;0;0;3,4;6660;
2020-09-02 18:00:00;25,2;16,3;43;58,48;0;0;2,1;6756;
2020-09-02 17:00:00;26,71;16,6;214;54,79;0;0;1;6952;
2020-09-02 16:00:00;27,17;16,6;401;53,22;0;0;1,9;6972;
2020-09-02 15:00:00;26,91;16,9;611;55,07;0;0;1,6;6972;
2020-09-02 14:00:00;25,58;16,3;733;57,3;0;0;1,6;6972;
2020-09-02 13:00:00;24,12;15,9;788;61,09;0;0;3;6972;
2020-09-02 12:00:00;22,73;15,6;756;64,96;0;0;2,8;6982;
2020-09-02 11:00:00;21,13;15,3;651;70,13;0;0;3,9;6982;
2020-09-02 10:00:00;19,3;14,9;431;76,34;0;0;3,9;6982;
2020-09-02 09:00:00;18,2;14,6;256;80,56;0;0;4;6982;
2020-09-02 08:00:00;17,52;14,4;101;83,13;0;0;4,2;6796;
2020-09-02 07:00:00;17;14,4;0;85,76;0;0;2,8;6582;
2020-09-02 06:00:00;16,85;14,6;0;87,6;0;0;1,8;6572;
2020-09-02 05:00:00;16,83;14,7;0;88,13;0;0;1,8;6572;
2020-09-02 04:00:00;17,07;14,7;0;87,08;0;0;2,6;6582;
2020-09-02 03:00:00;17,02;14,8;0;87,99;0;0;3,5;6582;
2020-09-02 02:00:00;16,5;14,8;0;90,56;0;0;4,2;6590;
2020-09-02 01:00:00;16,33;14,9;0;92,32;0;0;4,8;6600;
2020-09-02 00:00:00;15,88;15,4;0;98;0;0;3,4;6610;2
2020-09-01 23:00:00;15,3;15,2;0;100;0;0;1;6610;
2020-09-01 22:00:00;14,15;14,1;0;100;0;0;0;6640;
2020-09-01 21:00:00;14,05;14;0;100;0;0;0,3;6650;
2020-09-01 20:00:00;14,54;14,5;0;100;0;0;0;6688;
2020-09-01 19:00:00;15,28;15,2;0;100;0;0;0,6;6718;
2020-09-01 18:00:00;16,46;16,3;70;99,55;0;0;0,8;6816;
2020-09-01 17:00:00;18,22;16,9;220;93,07;0;0;0,7;6972;
2020-09-01 16:00:00;19,62;16,9;420;85,24;0;0;0,7;6982;
2020-09-01 15:00:00;20;16,9;586;83,31;0;0;0,6;6972;
2020-09-01 14:00:00;19,19;16,7;711;86,68;0;0;1;6982;
2020-09-01 13:00:00;17,64;16;603;90,8;0;0;0,8;6982;
2020-09-01 12:00:00;16,32;14,9;595;92,48;0;0;0,9;6982;
2020-09-01 11:00:00;14,56;13,9;336;97,35;0;0;1,3;6982;
2020-09-01 10:00:00;13,5;13,1;234;98,85;0;0;1,4;6972;
2020-09-01 09:00:00;12,2;12,1;131;99,98;0;0;2,1;6844;
2020-09-01 08:00:00;11,2;11,1;32;100;0;0;2,6;6650;
2020-09-01 07:00:00;10,68;10,6;0;100;0;0;2,4;6590;
2020-09-01 06:00:00;10,54;10,5;0;100;0;0;3,4;6582;
2020-09-01 05:00:00;10,44;10,3;0;100;0;0;2,9;6600;
2020-09-01 04:00:00;10,48;10,4;0;100;0;0;3;6590;
2020-09-01 03:00:00;10,47;10,4;0;100;0;0;3,3;6610;
2020-09-01 02:00:00;10,41;10,4;0;100;0;0;3;6620;
2020-09-01 01:00:00;10,04;9,9;0;100;0;0;2,9;6620;
2020-09-01 00:00:00;9,58;9,5;0;100;0;0;3,1;6630;0,6
2020-08-31 23:00:00;9,14;9,1;0;100;0;0;3,5;6630;
2020-08-31 22:00:00;9,05;9;0;100;0;0;4;6640;
2020-08-31 21:00:00;8,99;8,9;0;100;0;0;2;6650;
2020-08-31 20:00:00;8,93;8,8;0;100;0;0;2,3;6660;
2020-08-31 19:00:00;8,76;8,7;0;100;0;0;2,3;6688;
2020-08-31 18:00:00;8,9;8,8;9;100;0;0;1,5;6728;
2020-08-31 17:00:00;9,26;9,2;54;100;0;0;2,6;6894;
2020-08-31 16:00:00;9,67;9,6;110;100;0;0;2,8;6972;
2020-08-31 15:00:00;9,93;9,8;127;100;0;0;2,5;6972;
2020-08-31 14:00:00;10,13;10;176;100;0;45;2,1;6962;
2020-08-31 13:00:00;9,47;9,4;170;100;0;60;1,6;6922;
2020-08-31 12:00:00;8,62;8,5;150;100;0;60;2,2;6864;
2020-08-31 11:00:00;8,32;8,2;102;100;0;60;2,3;6806;
2020-08-31 10:00:00;8,14;8,1;55;100;0;60;1,4;6698;
2020-08-31 09:00:00;8,03;7,9;23;100;0,2;60;1,9;6582;
2020-08-31 08:00:00;8,29;8,2;7;100;0;60;1,9;6532;
2020-08-31 07:00:00;8,33;8,3;0;100;1;60;2,4;6512;
2020-08-31 06:00:00;8,65;8,5;0;100;0,8;60;1,4;6522;
2020-08-31 05:00:00;8,72;8,7;0;100;0,4;50;2,2;6522;
2020-08-31 04:00:00;9,04;9;0;100;0;0;2,1;6512;
2020-08-31 03:00:00;9,19;9,1;0;100;0;0;1,1;6532;
2020-08-31 02:00:00;9,22;9,1;0;100;0;0;1,7;6522;
2020-08-31 01:00:00;9,35;9,2;0;100;0,2;0;1,7;6532;
2020-08-31 00:00:00;9,65;9,6;0;100;0;0;1,8;6532;0,5
2020-08-30 23:00:00;10,18;10,1;0;100;0;0;2,1;6532;
2020-08-30 22:00:00;10,39;10,3;0;100;0;0;2,3;6542;
2020-08-30 21:00:00;10,6;10,5;0;100;0,4;20;2,7;6572;
2020-08-30 20:00:00;10,86;10,8;0;100;0;0;2,4;6572;
2020-08-30 19:00:00;10,87;10,8;0;100;0;0;2,7;6600;
2020-08-30 18:00:00;11,18;11,1;7;100;0;0;2,9;6610;
2020-08-30 17:00:00;11,53;11,5;27;100;0;25;2,9;6698;
2020-08-30 16:00:00;11,88;11,8;44;100;0;60;2;6738;
2020-08-30 15:00:00;11,77;11,7;60;100;0,8;40;2;6766;
2020-08-30 14:00:00;12,09;12;47;100;0,2;0;1,7;6708;
2020-08-30 13:00:00;12,15;12,1;61;100;0;0;2,5;6728;
2020-08-30 12:00:00;12,22;12,1;87;100;0;0;2,9;6688;
2020-08-30 11:00:00;12,02;11,9;70;100;0;5;2,5;6660;
2020-08-30 10:00:00;12,39;12,3;58;100;0;35;2,6;6630;
2020-08-30 09:00:00;13,37;13,3;25;100;0;30;1,6;6582;
2020-08-30 08:00:00;14,24;14,2;0;100;0;0;1,5;6542;
2020-08-30 07:00:00;14,86;14,8;0;100;0;0;0,8;6542;
2020-08-30 06:00:00;15,13;15;0;100;0;0;2,2;6542;
2020-08-30 05:00:00;15,46;15,4;0;100;0;60;1,8;6552;
2020-08-30 04:00:00;15,69;15,6;0;100;0;60;1,6;6552;
2020-08-30 03:00:00;15,68;15,6;0;100;0;60;2,3;6572;
2020-08-30 02:00:00;15,95;15,8;0;100;0;60;4,4;6572;
2020-08-30 01:00:00;18,31;18,2;0;100;0;60;4,2;6582;
2020-08-30 00:00:00;20,01;19,9;0;100;0;60;1,6;6582;3,6
2020-08-29 23:00:00;20,25;20,2;0;100;0;60;0,5;6582;
2020-08-29 22:00:00;20,27;20,2;0;100;0;60;0,9;6600;
2020-08-29 21:00:00;22,38;20,1;0;88;3,6;25;1,8;6610;
2020-08-29 20:00:00;24,8;19;0;71,37;0;0;0,4;6620;
2020-08-29 19:00:00;24,79;18,6;0;69,44;0,4;35;0,7;6650;
2020-08-29 18:00:00;28,25;19;19;58,18;0;0;0,7;6678;
2020-08-29 17:00:00;29,88;18,3;163;50,69;0;0;1,6;6942;
2020-08-29 16:00:00;30,23;18,3;430;49,59;0;0;2,5;6972;
2020-08-29 15:00:00;29,71;18,8;587;52,74;0;0;2,5;6972;
2020-08-29 14:00:00;28,6;19,5;615;58,52;0;0;1,8;6972;
2020-08-29 13:00:00;27,67;20,3;675;65,3;0;0;0,8;6962;
2020-08-29 12:00:00;24,1;19;689;74,37;0;0;1,9;6972;
2020-08-29 11:00:00;21,96;18,2;593;80,04;0;0;2,3;6972;
2020-08-29 10:00:00;20,15;17,7;393;86,56;0;0;2,6;6982;
2020-08-29 09:00:00;18,87;17,3;182;91,82;0;0;2,7;6904;
2020-08-29 08:00:00;18,23;17,4;56;96,14;0;0;2,3;6660;
2020-08-29 07:00:00;18,27;17,5;0;96,19;0;0;1,9;6552;
2020-08-29 06:00:00;18,49;17,7;0;96,14;0;5;2,4;6562;
2020-08-29 05:00:00;18,51;18,2;0;98,7;0;60;2,3;6552;
2020-08-29 04:00:00;18,37;18,3;0;100;0;60;2,4;6562;
2020-08-29 03:00:00;17,8;17,7;0;100;0;60;2;6572;
2020-08-29 02:00:00;17,78;17,7;0;100;0;60;1,7;6582;
2020-08-29 01:00:00;17,55;17,5;0;100;2,4;55;2;6582;
2020-08-29 00:00:00;18,1;18;0;100;0;0;0,2;6590;2,1
2020-08-28 23:00:00;18,46;18,3;0;99,85;0;0;0,2;6600;
2020-08-28 22:00:00;18,93;18,7;0;99,5;0;0;0,5;6600;
2020-08-28 21:00:00;19,44;18,9;0;97,45;0;30;0,2;6620;
2020-08-28 20:00:00;19,32;19,1;0;99,2;0;60;0,3;6640;
2020-08-28 19:00:00;20,91;18,3;0;86,25;0,4;10;0,5;6668;
2020-08-28 18:00:00;21,3;18;27;82,39;0;0;0,5;6708;
2020-08-28 17:00:00;22,98;17,6;183;72,49;0;0;0,2;6904;
2020-08-28 16:00:00;22,94;17,9;426;74,28;0;0;0,5;6972;
2020-08-28 15:00:00;21,63;17,2;400;77,07;0;0;0,6;6972;
2020-08-28 14:00:00;21,17;17,1;521;78,51;0;0;0,4;6972;
2020-08-28 13:00:00;19,45;16,7;333;85,22;0;0;0,4;6982;
2020-08-28 12:00:00;18,87;16,3;499;86,19;0;0;1,7;6972;
2020-08-28 11:00:00;17,14;16,3;388;95,7;0;0;2,2;6982;
2020-08-28 10:00:00;15,96;15,7;181;99,41;0;0;3,2;6972;
2020-08-28 09:00:00;15,24;15,2;84;100;0;0;3;6728;
2020-08-28 08:00:00;14,95;14,9;48;100;0;0;3,9;6650;
2020-08-28 07:00:00;15,21;15,1;0;99,66;0;0;2,4;6562;
2020-08-28 06:00:00;16,1;14,5;0;91,44;0;0;1,3;6552;
2020-08-28 05:00:00;16,53;14,4;0;88,53;0;0;2,8;6562;
2020-08-28 04:00:00;16,24;15;0;93,12;0;0;1,4;6562;
