LAT;-29,09837;;;;;;;;
LONG;-51,66788;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];Battery [mV];
2020-12-02 08:00:00;20,27;18,9;57;92,73;0;0;1,2;6668;
2020-12-02 07:00:00;18,81;18,7;12;99,95;0;0;0,7;6562;
2020-12-02 06:00:00;18,38;18,3;0;100;0;0;0,6;6552;
2020-12-02 05:00:00;18,61;18,5;0;99,78;0;0;0,5;6552;
2020-12-02 04:00:00;19,37;18,5;0;95,98;0;0;0,4;6542;
2020-12-02 03:00:00;19,74;18,5;0;93,48;0;0;0,5;6552;
2020-12-02 02:00:00;19,99;18,3;0;91,1;0;0;0,8;6562;
2020-12-02 01:00:00;20,24;18,3;0;89,37;0;0;0,6;6572;
2020-12-02 00:00:00;20,86;18,6;0;88,09;0;0;1,4;6590;5,5
2020-12-01 23:00:00;21,18;19,8;0;92,73;0;0;1,4;6610;
2020-12-01 22:00:00;21,14;20;0;94,46;0;0;1,2;6660;
2020-12-01 21:00:00;22,31;19,7;0;86,23;0;0;1,2;6698;
2020-12-01 20:00:00;23,7;19,4;40;77,58;0;0;1,2;6786;
2020-12-01 19:00:00;25,68;19;241;67,53;0;0;1,4;6864;
2020-12-01 18:00:00;26,89;19,5;432;64,79;0;0;1,1;6972;
2020-12-01 17:00:00;27,32;19,7;600;64,42;0;0;1,4;6972;
2020-12-01 16:00:00;28,44;20,2;909;62,14;0;0;0,7;6952;
2020-12-01 15:00:00;27,02;19;622;62,18;0;0;0,5;6972;
2020-12-01 14:00:00;27,7;18,5;1162;58,23;0;0;0,6;6972;
2020-12-01 13:00:00;27,21;18,5;1076;60,03;0;0;0,6;6972;
2020-12-01 12:00:00;25,63;18,5;1063;65,59;0;0;0,6;6972;
2020-12-01 11:00:00;24,1;18,3;870;70,92;0;0;0,9;6972;
2020-12-01 10:00:00;22,68;18,1;644;76,53;0;0;1;6972;
2020-12-01 09:00:00;20,6;18,2;361;87,54;0;0;0,7;6884;
2020-12-01 08:00:00;19,05;18,1;69;95,49;0;0;0,5;6698;
2020-12-01 07:00:00;16,41;16,3;0;100;0;0;0,1;6552;
2020-12-01 06:00:00;16,66;16,6;0;100;0;0;0,4;6522;
2020-12-01 05:00:00;16,91;16,8;0;100;0;0;0,3;6542;
2020-12-01 04:00:00;17,35;17,3;0;100;0;0;0,6;6542;
2020-12-01 03:00:00;17,69;17,6;0;100;0;0;0,8;6542;
2020-12-01 02:00:00;18,35;18,3;0;100;0;0;0,9;6562;
2020-12-01 01:00:00;18,41;18,3;0;100;0;0;1,4;6562;
2020-12-01 00:00:00;19,16;18,5;0;97,44;0;0;1,6;6590;2
2020-11-30 23:00:00;19,22;19;0;99,58;0;0;0,9;6600;
2020-11-30 22:00:00;19,1;19;0;99,98;0;0;0,8;6640;
2020-11-30 21:00:00;19,48;19,4;0;100;0;0;0,7;6688;
2020-11-30 20:00:00;19,98;19,8;11;99,95;0;0;1,2;6748;
2020-11-30 19:00:00;21,12;20,1;65;95,07;0;0;1,3;6844;
2020-11-30 18:00:00;21,94;20,3;161;91,63;0;0;1,7;6962;
2020-11-30 17:00:00;22,77;21;183;90,89;0;0;1,2;6962;
2020-11-30 16:00:00;23,22;21,1;308;89,06;0;0;1,1;6962;
2020-11-30 15:00:00;22,84;21,6;199;93,57;0;0;0,8;6942;
2020-11-30 14:00:00;22,48;22,1;190;98,79;0;0;0,3;6962;
2020-11-30 13:00:00;22,12;21,5;149;97,53;0;0;0,2;6962;
2020-11-30 12:00:00;22,64;21,5;200;94,41;0;0;0,1;6904;
2020-11-30 11:00:00;23,43;21;333;87,64;0;0;0,2;6962;
2020-11-30 10:00:00;22,9;20,8;547;89,1;0;25;0,4;6972;
2020-11-30 09:00:00;20,35;20,2;229;99,41;0;25;0,4;6972;
2020-11-30 08:00:00;18,33;18,2;78;100;0;0;0,4;6776;
2020-11-30 07:00:00;17,53;17,4;9;100;0;0;0,2;6562;
2020-11-30 06:00:00;17,62;17,5;0;100;0;0;0,5;6532;
2020-11-30 05:00:00;17,74;17,7;0;100;0;0;0,1;6552;
2020-11-30 04:00:00;17,73;17,6;0;100;0;0;0;6552;
2020-11-30 03:00:00;18,1;18;0;100;0;0;0;6552;
2020-11-30 02:00:00;18,33;18,2;0;100;0;0;0,2;6562;
2020-11-30 01:00:00;19,16;19,1;0;100;0;0;0;6572;
2020-11-30 00:00:00;19,08;19;0;100;0;0;0;6590;2,7
2020-11-29 23:00:00;19,71;19,5;0;99,42;0;0;0;6630;
2020-11-29 22:00:00;20,13;19,3;0;95,99;0;0;0,2;6668;
2020-11-29 21:00:00;20,2;20;0;99,46;0;0;0;6718;
2020-11-29 20:00:00;22,24;19,8;48;87,14;0;0;0,8;6796;
2020-11-29 19:00:00;23,1;20,2;213;84,82;0;0;1,4;6884;
2020-11-29 18:00:00;22,6;20,2;221;87,01;0;0;1,7;6922;
2020-11-29 17:00:00;22,96;20,3;223;86,08;0;0;2,3;6962;
2020-11-29 16:00:00;23,3;20,8;234;86,79;0;0;2,1;6972;
2020-11-29 15:00:00;24,04;20,3;327;80,55;0;0;2,1;6962;
2020-11-29 14:00:00;24,28;20,6;474;80,78;0;0;1,8;6972;
2020-11-29 13:00:00;23,99;20,5;517;82,29;0;0;1,8;6972;
2020-11-29 12:00:00;23,68;21,2;367;87,26;0;0;0,7;6972;
2020-11-29 11:00:00;23,17;21,9;444;93,73;0;15;0,4;6972;
2020-11-29 10:00:00;21,54;21,3;273;98,88;0;60;0,3;6972;
2020-11-29 09:00:00;19,69;19,6;220;100;0;60;1,3;6972;
2020-11-29 08:00:00;18,63;18,5;63;100;0;60;1,6;6698;
2020-11-29 07:00:00;18,46;18,4;0;100;0;60;1,8;6552;
2020-11-29 06:00:00;18,63;18,5;0;100;0;60;1,2;6542;
2020-11-29 05:00:00;18,9;18,8;0;100;4,2;60;1;6542;
2020-11-29 04:00:00;19,84;19,7;0;100;18,6;60;1,4;6552;
2020-11-29 03:00:00;21,99;20,5;0;92,43;0,4;10;1,3;6562;
2020-11-29 02:00:00;22,2;19,9;0;87,74;0;0;1,6;6562;
2020-11-29 01:00:00;22,09;19,4;0;85,4;0;0;1,6;6572;
2020-11-29 00:00:00;21,83;19,4;0;87,12;0;0;1,7;6590;3,6
2020-11-28 23:00:00;21,95;20;0;89,62;0;0;1,9;6610;
2020-11-28 22:00:00;22,41;20,7;0;90,86;0;0;1,7;6650;
2020-11-28 21:00:00;23,2;21;0;88,64;0;0;1,8;6698;
2020-11-28 20:00:00;24,04;21,5;34;86,56;0;0;2;6766;
2020-11-28 19:00:00;24,37;21,6;59;85,93;0;0;2,5;6854;
2020-11-28 18:00:00;24,61;22,1;337;87,1;0;15;1,8;6962;
2020-11-28 17:00:00;23,81;22,8;229;94,72;0;60;0,7;6972;
2020-11-28 16:00:00;23,16;23;233;99,47;0;60;1,2;6972;
2020-11-28 15:00:00;22,54;22,5;137;100;0,4;60;0,4;6962;
2020-11-28 14:00:00;26,56;21,4;135;75,46;1,2;20;0,7;6952;
2020-11-28 13:00:00;29,42;20,6;462;60,02;0;0;0,1;6972;
2020-11-28 12:00:00;29,46;20,5;785;59,41;0;0;0,4;6962;
2020-11-28 11:00:00;27,46;20,2;720;65,6;0;0;1,2;6972;
2020-11-28 10:00:00;25,61;19,8;656;71,29;0;0;1,6;6972;
2020-11-28 09:00:00;23,36;19,6;362;80,57;0;0;1,7;6826;
2020-11-28 08:00:00;21,45;19,4;30;89,06;0;0;1,2;6620;
2020-11-28 07:00:00;19,72;19,1;8;97,37;0;0;0,7;6562;
2020-11-28 06:00:00;19,72;19;0;96,71;0;0;0,6;6552;
2020-11-28 05:00:00;20,15;19;0;93,98;0;0;1,3;6542;
2020-11-28 04:00:00;20,35;19,1;0;93,48;0;0;1,6;6552;
2020-11-28 03:00:00;20,43;19,5;0;95,26;0;0;1,6;6552;
2020-11-28 02:00:00;20,65;19,8;0;95,68;0;0;1,7;6572;
2020-11-28 01:00:00;20,86;19,9;0;95,35;0;0;1,6;6572;
2020-11-28 00:00:00;21,31;19,9;0;93,01;0;0;1,9;6590;2,3
2020-11-27 23:00:00;21,85;20,1;0;90,68;0;0;1,9;6620;
2020-11-27 22:00:00;22,39;20;0;87,34;0;0;2,1;6660;
2020-11-27 21:00:00;22,84;20,1;0;85,65;0;0;2;6708;
2020-11-27 20:00:00;23,29;20,8;35;87,16;0;0;2;6796;
2020-11-27 19:00:00;23,51;21,5;116;89,31;0;0;1,6;6904;
2020-11-27 18:00:00;24;21,5;81;86,85;0;0;1,1;6972;
2020-11-27 17:00:00;25,5;21,6;396;80,09;0;0;1;6962;
2020-11-27 16:00:00;25,26;21,3;333;79,7;0;0;0,5;6962;
2020-11-27 15:00:00;24,38;21,3;418;84,04;0;0;0,9;6972;
2020-11-27 14:00:00;23,1;21,7;286;93,26;0;0;0,7;6972;
2020-11-27 13:00:00;22,76;21,9;203;95,99;0;0;0,9;6914;
2020-11-27 12:00:00;23,03;22;402;94,77;0;0;0,8;6972;
2020-11-27 11:00:00;22,35;21,7;316;97,05;0;0;0,9;6972;
2020-11-27 10:00:00;20,95;20,9;231;100;0;0;0,5;6972;
2020-11-27 09:00:00;19,58;19,5;99;100;0;0;0,5;6796;
2020-11-27 08:00:00;18,73;18,7;38;100;0;5;0,3;6630;
2020-11-27 07:00:00;18,15;18,1;0;100;0;60;0;6562;
2020-11-27 06:00:00;18,31;18,2;0;100;0;30;0;6552;
2020-11-27 05:00:00;17,99;17,9;0;100;0;60;0;6552;
2020-11-27 04:00:00;17,96;17,9;0;100;0;60;0;6542;
2020-11-27 03:00:00;18,45;18,4;0;100;0,2;60;0;6552;
2020-11-27 02:00:00;18,81;18,7;0;100;0,4;50;1;6562;
2020-11-27 01:00:00;18,9;18,8;0;100;0,2;60;1;6572;
2020-11-27 00:00:00;19,07;19;0;100;0;20;0,4;6590;2,2
2020-11-26 23:00:00;19,06;19;0;100;0,6;60;0,1;6630;
2020-11-26 22:00:00;19,53;19,4;0;100;0,2;25;0;6668;
2020-11-26 21:00:00;19,73;19,6;0;99,98;0;0;0,2;6708;
2020-11-26 20:00:00;20,21;20,1;22;99,92;0;0;0;6786;
2020-11-26 19:00:00;20,95;20,1;59;95,81;0;0;0,6;6854;
2020-11-26 18:00:00;21,48;20;121;92,69;0;0;0,8;6962;
2020-11-26 17:00:00;21,94;21;185;95,54;0;0;0,6;6932;
2020-11-26 16:00:00;22,61;21,1;121;92,5;0;5;0,6;6962;
2020-11-26 15:00:00;24,63;21,7;267;84,68;0;0;0,9;6962;
2020-11-26 14:00:00;25,6;22,6;402;84,81;0;0;0,9;6972;
2020-11-26 13:00:00;24,77;22,3;651;87,27;0;0;0,8;6972;
2020-11-26 12:00:00;23,4;22,5;293;95,47;0;50;0;6972;
2020-11-26 11:00:00;21,89;21,8;313;100;0;60;0,1;6972;
2020-11-26 10:00:00;20,38;20,3;281;100;0;60;0,2;6972;
2020-11-26 09:00:00;19,06;19;110;100;0;60;0;6826;
2020-11-26 08:00:00;18,54;18,5;55;100;0;60;0,4;6698;
2020-11-26 07:00:00;18,26;18,2;0;100;0,2;60;0,5;6542;
2020-11-26 06:00:00;18,46;18,4;0;100;0,2;60;0,2;6532;
2020-11-26 05:00:00;18,66;18,6;0;100;0;60;0,2;6552;
2020-11-26 04:00:00;18,83;18,7;0;100;1,6;60;0,4;6542;
2020-11-26 03:00:00;18,82;18,7;0;100;0;60;0;6552;
2020-11-26 02:00:00;19,1;19;0;100;0;60;0,2;6552;
2020-11-26 01:00:00;19,13;19;0;100;0;60;0,2;6562;
2020-11-26 00:00:00;19,79;19,7;0;100;0;60;0,7;6572;6,1
2020-11-25 23:00:00;20,51;20,4;0;100;0,6;60;1,4;6572;
2020-11-25 22:00:00;25,95;19,9;0;73,18;5,6;30;1,6;6610;
2020-11-25 21:00:00;30,71;15,8;0;41,59;0;0;0,4;6650;
2020-11-25 20:00:00;32,84;13,5;31;31,83;0;0;0,5;6708;
2020-11-25 19:00:00;34,73;14,1;174;29,63;0;0;1,1;6806;
2020-11-25 18:00:00;34,77;15,4;350;32,04;0;0;1,2;6952;
2020-11-25 17:00:00;35,11;15,7;436;32,2;0;0;1,3;6922;
2020-11-25 16:00:00;34,99;17;665;35,15;0;0;2;6962;
2020-11-25 15:00:00;34,87;16,4;856;34,09;0;0;3;6962;
2020-11-25 14:00:00;34,58;17;959;36,17;0;0;2,1;6962;
2020-11-25 13:00:00;33,59;18,8;1016;42,59;0;0;0,9;6962;
2020-11-25 12:00:00;30,4;18,7;1010;50,53;0;0;1,1;6972;
2020-11-25 11:00:00;27,59;18,3;721;57,85;0;0;0,8;6972;
2020-11-25 10:00:00;24,83;17,9;505;66,13;0;0;1,1;6972;
2020-11-25 09:00:00;23,15;17,6;419;71,83;0;0;1,5;6962;
2020-11-25 08:00:00;20,74;17,2;50;81,2;0;0;1,7;6650;
2020-11-25 07:00:00;19,73;16,9;18;84,63;0;0;1,7;6582;
2020-11-25 06:00:00;20,02;16,2;0;79,93;0;0;1,6;6542;
2020-11-25 05:00:00;20,82;15,5;0;72,51;0;0;1,8;6552;
2020-11-25 04:00:00;21,75;14,8;0;65,8;0;0;1,5;6562;
2020-11-25 03:00:00;22,33;14,2;0;60,8;0;0;0,6;6552;
2020-11-25 02:00:00;23,1;13,7;0;56,3;0;0;0,3;6562;
2020-11-25 01:00:00;24,08;12,8;0;50,09;0;0;0,5;6572;
2020-11-25 00:00:00;25,24;10,3;0;39,63;0;0;1;6582;7,1
2020-11-24 23:00:00;25,55;7,9;0;33,21;0;0;0,1;6582;
2020-11-24 22:00:00;26,1;7,5;0;31,22;0;0;0;6610;
2020-11-24 21:00:00;28,11;6,4;0;25,9;0;0;0;6650;
2020-11-24 20:00:00;30,53;7,5;18;24,38;0;0;0,1;6718;
2020-11-24 19:00:00;34,2;8,8;244;21,79;0;0;0,1;6776;
2020-11-24 18:00:00;35,32;8;496;19,44;0;0;0,2;6922;
2020-11-24 17:00:00;34,65;7,1;738;19,13;0;0;0,9;6962;
2020-11-24 16:00:00;34,11;9,2;937;22,23;0;0;1;6962;
2020-11-24 15:00:00;33,45;10,2;1084;25,11;0;0;1,2;6962;
2020-11-24 14:00:00;33,35;13,9;1148;31,62;0;0;0,8;6962;
2020-11-24 13:00:00;31,36;14,6;1136;36,86;0;0;0,9;6962;
2020-11-24 12:00:00;28,86;15;1045;43,63;0;0;1;6972;
2020-11-24 11:00:00;26,6;14,8;885;49,04;0;0;1,3;6972;
2020-11-24 10:00:00;24,31;14,8;678;56,38;0;0;1,3;6972;
2020-11-24 09:00:00;22,06;14,9;415;64,58;0;0;1,4;6816;
2020-11-24 08:00:00;19,94;15;33;74,24;0;0;1,7;6610;
2020-11-24 07:00:00;18,87;15,7;8;82,49;0;0;1,6;6552;
2020-11-24 06:00:00;19,05;16;0;83,4;0;0;1,6;6542;
2020-11-24 05:00:00;19,49;15,9;0;80,46;0;0;1,6;6542;
2020-11-24 04:00:00;20,04;15,9;0;78,22;0;0;1,9;6552;
2020-11-24 03:00:00;20,57;16,1;0;76,61;0;0;2,1;6552;
2020-11-24 02:00:00;20,88;16,5;0;76,91;0;0;2,4;6562;
2020-11-24 01:00:00;21,55;16,5;0;73,77;0;0;2,6;6562;
2020-11-24 00:00:00;22,75;16,5;0;68,83;0;0;3,5;6582;6,7
2020-11-23 23:00:00;23,73;17,4;0;68,38;0;0;3,5;6590;
2020-11-23 22:00:00;23,82;17,3;0;67,75;0;0;2,2;6640;
2020-11-23 21:00:00;24,53;16,3;0;60,93;0;0;1,6;6678;
2020-11-23 20:00:00;26,59;14,3;21;47,84;0;0;1,6;6738;
2020-11-23 19:00:00;29,11;14,5;225;41,58;0;0;1,7;6826;
2020-11-23 18:00:00;32,14;10,1;484;27,29;0;0;0,7;6952;
2020-11-23 17:00:00;33,66;8,7;727;22,24;0;0;0,3;6962;
2020-11-23 16:00:00;32,95;9,5;932;24,39;0;0;0,5;6962;
2020-11-23 15:00:00;32,58;10,8;1077;26,87;0;0;0,4;6962;
2020-11-23 14:00:00;30,45;13,9;1147;37,37;0;0;0,8;6962;
2020-11-23 13:00:00;28,53;16,3;1143;48,33;0;0;1,3;6972;
2020-11-23 12:00:00;26,34;16,9;1052;56,94;0;0;1,6;6972;
2020-11-23 11:00:00;23,87;16,4;893;63,92;0;0;1,9;6972;
2020-11-23 10:00:00;20,93;15,6;683;72,55;0;0;2,3;6982;
2020-11-23 09:00:00;18,68;15;425;79,94;0;0;2,4;6854;
2020-11-23 08:00:00;16,97;14,7;39;87,67;0;0;2;6610;
2020-11-23 07:00:00;15,41;14,4;8;95,02;0;0;1,6;6562;
2020-11-23 06:00:00;15,07;14,4;0;96,82;0;0;1,1;6532;
2020-11-23 05:00:00;15,19;14,5;0;96,6;0;0;0,4;6542;
2020-11-23 04:00:00;15,13;14,7;0;98,53;0;0;0,4;6542;
2020-11-23 03:00:00;15,71;15;0;96,48;0;0;0,3;6552;
2020-11-23 02:00:00;15,74;15,2;0;97,78;0;0;0,2;6562;
2020-11-23 01:00:00;16,72;15,6;0;93,99;0;0;0,7;6572;
2020-11-23 00:00:00;16,67;15,9;0;96,17;0;0;0,5;6590;5,1
2020-11-22 23:00:00;16,77;15,4;0;92,43;0;0;0,2;6610;
2020-11-22 22:00:00;18,24;14,6;0;80,59;0;0;0,7;6660;
2020-11-22 21:00:00;19,87;14;0;69,76;0;0;1,4;6698;
2020-11-22 20:00:00;22,05;13,4;17;58,96;0;0;1,7;6776;
2020-11-22 19:00:00;24,72;13,7;237;51,22;0;0;1,8;6854;
2020-11-22 18:00:00;26,68;14,1;482;46,69;0;0;1,5;6962;
2020-11-22 17:00:00;27,78;15;657;46,39;0;0;1,2;6972;
2020-11-22 16:00:00;28,18;15,8;707;47,81;0;0;0,9;6972;
2020-11-22 15:00:00;27,55;16,2;772;51;0;0;0,8;6962;
2020-11-22 14:00:00;27,09;14,8;930;47,79;0;0;0,7;6972;
2020-11-22 13:00:00;26,66;15,5;1077;51,33;0;0;0,7;6904;
2020-11-22 12:00:00;24,54;15,7;1039;58,84;0;0;0,8;6972;
2020-11-22 11:00:00;22,47;15,5;884;65,57;0;0;0,8;6972;
2020-11-22 10:00:00;20,8;15,2;692;70,96;0;0;0,6;6972;
2020-11-22 09:00:00;17,16;14,2;317;83,86;0;0;0,4;6942;
2020-11-22 08:00:00;14,93;14;64;94,91;0;25;0;6708;
2020-11-22 07:00:00;11,7;11,6;0;100;0;30;0;6562;
2020-11-22 06:00:00;11,93;11,8;0;100;0;0;0;6532;
2020-11-22 05:00:00;12,08;12;0;100;0;0;0;6532;
2020-11-22 04:00:00;12,78;12,7;0;100;0,2;0;0;6532;
2020-11-22 03:00:00;13,56;13,1;0;97,97;0;0;0;6552;
2020-11-22 02:00:00;14,65;13,3;0;92,76;0;0;0,4;6562;
2020-11-22 01:00:00;15,31;13,9;0;92,21;0;0;0,7;6572;
2020-11-22 00:00:00;15,75;14;0;90,47;0;0;1,1;6590;5,1
2020-11-21 23:00:00;16,02;13,6;0;86,72;0;0;0,5;6630;
2020-11-21 22:00:00;17,02;13,1;0;78,65;0;0;0,9;6660;
2020-11-21 21:00:00;18,47;12,5;0;69,13;0;0;1,1;6698;
2020-11-21 20:00:00;20,56;11,8;18;57,95;0;0;1,8;6776;
2020-11-21 19:00:00;22,65;12,5;227;53,89;0;0;1,9;6854;
2020-11-21 18:00:00;24,55;13,6;514;51,17;0;0;1,6;6972;
2020-11-21 17:00:00;25,21;14,2;593;51,36;12,6;0;1,7;6972;
2020-11-21 16:00:00;26,56;15,1;977;50,14;0;0;0,9;6972;
2020-11-21 15:00:00;25,51;13,9;783;49,56;0,2;0;0,6;6972;
2020-11-21 14:00:00;24,59;12,8;808;48,64;0;0;0,7;6972;
2020-11-21 13:00:00;24,49;12,2;1081;47,15;0;0;0,7;6962;
2020-11-21 12:00:00;22,44;14;1001;59,98;0;0;0,7;6972;
2020-11-21 11:00:00;20,52;14,4;891;69,03;0,2;0;0,9;6982;
2020-11-21 10:00:00;18,9;14,2;682;75,29;0;0;1;6972;
2020-11-21 09:00:00;17,55;14,6;436;83,81;0;0;0,6;6854;
2020-11-21 08:00:00;14,47;13,9;44;97,44;0;40;0,2;6620;
2020-11-21 07:00:00;11,52;11,4;0;100;0;45;0;6562;
2020-11-21 06:00:00;11,39;11,3;0;100;0;0;0;6522;
2020-11-21 05:00:00;11,87;11,8;0;100;0;0;0;6542;
2020-11-21 04:00:00;12,94;12,8;0;100;0;0;0,2;6542;
2020-11-21 03:00:00;13,74;13,4;0;98,99;0;0;1;6552;
2020-11-21 02:00:00;14,19;13,9;0;98,75;0;0;1,6;6552;
2020-11-21 01:00:00;13,99;13,9;0;100;0,2;0;0,6;6572;
2020-11-21 00:00:00;14,7;14,3;0;98,18;0;0;1,1;6600;4,4
2020-11-20 23:00:00;15,43;14,3;0;93,85;0;0;0,8;6620;
2020-11-20 22:00:00;16,14;13,9;0;87,83;0;0;1;6668;
2020-11-20 21:00:00;17,1;13,2;0;78,85;0;0;1,2;6718;
2020-11-20 20:00:00;18,49;12,9;17;71;0;0;1,7;6796;
2020-11-20 19:00:00;20,6;12,9;220;62,33;0;0;2,6;6942;
2020-11-20 18:00:00;22,33;12,5;418;54,63;0;0;2;6972;
2020-11-20 17:00:00;23,89;11,8;680;47,49;0;0;1,5;6972;
