LAT;-29,17768;;;;;;;;
LONG;-51,55531;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];Battery [mV];
Date/Time;avg;avg;avg;avg;sum;time;avg;last;Daily ET0 [mm]
2020-12-05 16:00:00;16,57;13,9;266;84,79;0;0;0;7088;
2020-12-05 15:00:00;16,74;14;289;84,66;0;0;0;7080;
2020-12-05 14:00:00;16,05;14;186;88,84;0;0;0;7080;
2020-12-05 13:00:00;16,5;13,9;298;85,46;0;0;0;7080;
2020-12-05 12:00:00;16,72;13,4;381;82,04;0;0;0;7088;
2020-12-05 11:00:00;16,03;13,3;274;85,09;0;0;0;7080;
2020-12-05 10:00:00;15,04;13,7;138;92,72;0;0;0;7050;
2020-12-05 09:00:00;15;14,3;74;96,2;0;0;0;6816;
2020-12-05 08:00:00;15,37;14,2;28;93,68;0;0;0;6640;
2020-12-05 07:00:00;15,37;14,2;0;93,5;0;0;0;6610;
2020-12-05 06:00:00;15,24;14,3;0;94,83;0;0;0;6610;
2020-12-05 05:00:00;15,47;14,2;0;93,05;0;0;0;6610;
2020-12-05 04:00:00;15,57;14,3;0;93,01;0;0;0;6620;
2020-12-05 03:00:00;15,71;14;0;90,81;0;0;0;6630;
2020-12-05 02:00:00;15,93;13,8;0;87,9;0;0;0;6630;
2020-12-05 01:00:00;16,27;13,9;0;86,8;0;0;0;6640;
2020-12-05 00:00:00;17,14;14,9;0;88,02;0;0;0;6678;4,6
2020-12-04 23:00:00;17,73;14,5;0;82,36;0;0;0;6728;
2020-12-04 22:00:00;18,92;8,7;0;52,8;0;0;0;6776;
2020-12-04 21:00:00;20,18;10,7;0;55,38;0;0;0;6834;
2020-12-04 20:00:00;22,02;14,2;53;61,88;0;0;0;6932;
2020-12-04 19:00:00;23,69;15,2;217;59,75;0;0;0;7070;
2020-12-04 18:00:00;24,32;15,9;227;60,3;0;0;0;7070;
2020-12-04 17:00:00;25,11;16,2;267;58,7;0;0;0;7060;
2020-12-04 16:00:00;26,86;16,1;691;52,48;0;0;0;7070;
2020-12-04 15:00:00;27,56;15,7;782;49,32;0;0;0;7070;
2020-12-04 14:00:00;28,51;15,4;1195;45,58;0;0;0;7070;
2020-12-04 13:00:00;26,73;15,7;996;51,5;0;0;0;7080;
2020-12-04 12:00:00;24,59;17,1;816;63,86;0;0;0;7080;
2020-12-04 11:00:00;23,58;18,3;916;72,97;0;0;0;7080;
2020-12-04 10:00:00;19,86;18,6;720;93,67;0;25;0;7080;
2020-12-04 09:00:00;17,6;17,5;187;100;0;60;0;7080;
2020-12-04 08:00:00;16,82;16,7;65;100;0;60;0;6854;
2020-12-04 07:00:00;16,43;16,3;7;100;0;60;0;6640;
2020-12-04 06:00:00;16,44;16,4;0;100;0;60;0;6620;
2020-12-04 05:00:00;15,94;15,9;0;100;0;60;0;6630;
2020-12-04 04:00:00;15,66;15,6;0;100;0;60;0;6620;
2020-12-04 03:00:00;15,63;15,5;0;100;0;60;0;6630;
2020-12-04 02:00:00;15,83;15,7;0;100;0;60;0;6640;
2020-12-04 01:00:00;16,77;16,6;0;99,32;0;60;0;6650;
2020-12-04 00:00:00;17;16,9;0;100;0;60;0;6698;2,7
2020-12-03 23:00:00;17,93;17,8;0;100;0;60;0;6748;
2020-12-03 22:00:00;18,91;18,8;0;100;0;60;0;6796;
2020-12-03 21:00:00;19,28;19,2;0;100;0;60;0;6864;
2020-12-03 20:00:00;19,65;19,6;37;100;0;60;0;6962;
2020-12-03 19:00:00;19,66;19,6;65;100;0;60;0;7040;
2020-12-03 18:00:00;20,42;20,2;144;99,41;0;35;0;7080;
2020-12-03 17:00:00;22,38;19,3;222;83,77;0;0;0;7010;
2020-12-03 16:00:00;26,68;17,1;513;56,63;0;0;0;7060;
2020-12-03 15:00:00;26,38;17;722;57,46;0;0;0;7070;
2020-12-03 14:00:00;24,78;19,1;678;71,66;0;0;0;7080;
2020-12-03 13:00:00;23,52;19,5;357;79,11;0;0;0;7070;
2020-12-03 12:00:00;22,7;19,6;436;83,78;0;0;0;7080;
2020-12-03 11:00:00;21,08;19,5;215;91,32;0;0;0;7080;
2020-12-03 10:00:00;20,63;18,9;143;90,55;0;0;0;7050;
2020-12-03 09:00:00;20,1;18,3;108;90,44;0;0;0;6982;
2020-12-03 08:00:00;19,65;17,8;67;90,03;0;0;0;6766;
2020-12-03 07:00:00;19,29;18,1;0;94,12;0;0;0;6620;
2020-12-03 06:00:00;19,26;18,8;0;98,15;0;0;0;6610;
2020-12-03 05:00:00;19,05;19;0;100;0;60;0;6620;
2020-12-03 04:00:00;18,34;18,3;0;100;0;60;0;6630;
2020-12-03 03:00:00;18,04;18;0;100;0;60;0;6630;
2020-12-03 02:00:00;18,6;18,5;0;100;0;60;0;6630;
2020-12-03 01:00:00;19,06;19;0;100;0;60;0;6630;
2020-12-03 00:00:00;18,97;18,9;0;100;0;60;0;6640;3,8
2020-12-02 23:00:00;18,56;18,5;0;100;0;60;0;6660;
2020-12-02 22:00:00;17,77;17,7;0;100;0;60;0;6688;
2020-12-02 21:00:00;21,62;19,4;0;88,63;0;40;0;6748;
2020-12-02 20:00:00;26;20,2;11;70,92;0;0;0;6806;
2020-12-02 19:00:00;27,84;19,6;87;61,74;0;0;0;6914;
2020-12-02 18:00:00;30,09;19,3;336;53,51;0;0;0;7030;
2020-12-02 17:00:00;33,37;16,7;680;37,82;0;0;0;7050;
2020-12-02 16:00:00;33,37;16,6;815;37,39;0;0;0;7050;
2020-12-02 15:00:00;33,57;17;1038;38,06;0;0;0;7060;
2020-12-02 14:00:00;35,2;18,3;472;37,86;0;0;0;6982;
2020-12-02 13:00:00;33,75;19,1;452;43,03;0;0;0;7040;
2020-12-02 12:00:00;31,37;18,7;412;47,83;0;0;0;7050;
2020-12-02 11:00:00;27,88;17,9;371;55,55;0;0;0;7060;
2020-12-02 10:00:00;24,9;17,1;238;63,11;0;0;0;7050;
2020-12-02 09:00:00;22,58;16,8;163;70,77;0;0;0;7000;
2020-12-02 08:00:00;20;16,5;130;81,41;0;0;0;6816;
2020-12-02 07:00:00;18,5;16,4;13;88,59;0;0;0;6640;
2020-12-02 06:00:00;18,09;16,5;0;91,32;0;0;0;6620;
2020-12-02 05:00:00;18;16,4;0;91,46;0;0;0;6630;
2020-12-02 04:00:00;18,24;16,4;0;90,06;0;0;0;6630;
2020-12-02 03:00:00;18,95;16,2;0;85,15;0;0;0;6630;
2020-12-02 02:00:00;18,54;16,1;0;86,96;0;0;0;6630;
2020-12-02 01:00:00;19,32;16;0;81,87;0;0;0;6640;
2020-12-02 00:00:00;19,97;16,3;0;80,14;0;0;0;6668;4,4
2020-12-01 23:00:00;19,85;17,8;0;89,08;0;0;0;6708;
2020-12-01 22:00:00;20,1;18,2;0;89,66;0;0;0;6748;
2020-12-01 21:00:00;21,12;17,7;0;81,9;0;0;0;6816;
2020-12-01 20:00:00;22,61;17,5;35;73,47;0;0;0;6914;
2020-12-01 19:00:00;23,9;17,2;248;67,06;0;0;0;6992;
2020-12-01 18:00:00;24,84;17;450;62,53;0;0;0;7070;
2020-12-01 17:00:00;25,63;17,2;685;60,48;0;0;0;7080;
2020-12-01 16:00:00;25,51;17,3;541;61,47;0;0;0;7070;
2020-12-01 15:00:00;27,02;17,1;663;55,62;0;0;0;7070;
2020-12-01 14:00:00;27,22;16;711;51,11;0;0;0;7070;
2020-12-01 13:00:00;26,46;15,3;791;51,36;0;0;0;7080;
2020-12-01 12:00:00;26,12;15,6;860;53,19;0;0;0;7070;
2020-12-01 11:00:00;24,06;15,2;832;58,19;0;0;0;7080;
2020-12-01 10:00:00;21,92;14,9;606;65,13;0;0;0;7080;
2020-12-01 09:00:00;20,64;15,7;98;74,14;0;0;0;7080;
2020-12-01 08:00:00;17,65;16,1;121;91,71;0;0;0;6806;
2020-12-01 07:00:00;16,28;16;11;99,35;0;0;0;6630;
2020-12-01 06:00:00;16,46;15,9;0;97,44;0;0;0;6610;
2020-12-01 05:00:00;16,65;15,9;0;96,39;0;0;0;6620;
2020-12-01 04:00:00;16,83;16,5;0;99,35;0;0;0;6630;
2020-12-01 03:00:00;17,43;16,6;0;95,8;0;0;0;6640;
2020-12-01 02:00:00;17,6;16,6;0;95;0;0;0;6640;
2020-12-01 01:00:00;17,97;16,7;0;92,9;0;0;0;6640;
2020-12-01 00:00:00;18,33;16,8;0;91,79;0;0;0;6660;2
2020-11-30 23:00:00;18,6;17;0;91,39;0;0;0;6698;
2020-11-30 22:00:00;18,71;17,2;0;92,33;0;0;0;6738;
2020-11-30 21:00:00;18,88;17,5;0;92,4;0;0;0;6786;
2020-11-30 20:00:00;18,88;18,1;10;96,28;0;0;0;6864;
2020-11-30 19:00:00;19,53;18,3;34;93,8;0;0;0;6942;
2020-11-30 18:00:00;20,81;18,1;141;85,47;0;0;0;7080;
2020-11-30 17:00:00;21,33;18,5;211;84,86;0;0;0;7080;
2020-11-30 16:00:00;22,29;18,9;400;81,77;0;0;0;7080;
2020-11-30 15:00:00;21,67;18,4;215;82,29;0;0;0;7080;
2020-11-30 14:00:00;22,33;18,9;221;81,72;0;0;0;7080;
2020-11-30 13:00:00;22,51;19,4;143;83,02;0;0;0;7080;
2020-11-30 12:00:00;23,04;18,9;189;78,33;0;0;0;7070;
2020-11-30 11:00:00;23,97;18,1;235;70,87;0;0;0;7070;
2020-11-30 10:00:00;23,37;17,7;391;71,36;0;0;0;7080;
2020-11-30 09:00:00;21,13;17,6;210;81,53;0;0;0;7070;
2020-11-30 08:00:00;18,96;17,9;128;94,79;0;0;0;6922;
2020-11-30 07:00:00;18,13;17,7;13;98,46;0;0;0;6650;
2020-11-30 06:00:00;17,98;17,9;0;99,98;0;0;0;6620;
2020-11-30 05:00:00;17,72;17,7;0;100;0;0;0;6620;
2020-11-30 04:00:00;17,77;17,7;0;100;0;0;0;6630;
2020-11-30 03:00:00;17,91;17,7;0;99,48;0;0;0;6630;
2020-11-30 02:00:00;18,54;17,5;0;95;0;0;0;6640;
2020-11-30 01:00:00;18,57;17,4;0;94,23;0;0;0;6650;
2020-11-30 00:00:00;18,77;16,9;0;89,89;0;0;0;6688;2,8
2020-11-29 23:00:00;19,25;17;0;87,73;0;0;0;6728;
2020-11-29 22:00:00;19,26;17,7;0;91,65;0;0;0;6776;
2020-11-29 21:00:00;20,47;17,7;0;85,33;0;0;0;6844;
2020-11-29 20:00:00;21,8;17,8;44;79,18;0;0;0;6942;
2020-11-29 19:00:00;22,55;18,1;221;76,94;0;0;0;7060;
2020-11-29 18:00:00;22,39;18,1;239;77,1;0;0;0;7070;
2020-11-29 17:00:00;22,63;18,3;179;77,3;0;0;0;7080;
2020-11-29 16:00:00;23,01;18,1;177;74,86;0;0;0;7070;
2020-11-29 15:00:00;24,41;17,7;554;66,97;0;0;0;7080;
2020-11-29 14:00:00;24,31;17,7;530;67,58;0;0;0;7080;
2020-11-29 13:00:00;23,73;18,1;472;71,9;0;0;0;7080;
2020-11-29 12:00:00;22,89;18,6;456;77,39;0;0;0;7080;
2020-11-29 11:00:00;21,81;19;471;84,9;0;0;0;7080;
2020-11-29 10:00:00;21,01;18,9;303;88,69;0;0;0;7088;
2020-11-29 09:00:00;19,66;19;197;97,19;0;25;0;7080;
2020-11-29 08:00:00;18,01;17,9;68;100;0;60;0;6844;
2020-11-29 07:00:00;17,81;17,7;0;100;0;60;0;6620;
2020-11-29 06:00:00;17,91;17,8;0;100;0;60;0;6610;
2020-11-29 05:00:00;17,84;17,8;0;100;0;60;0;6620;
2020-11-29 04:00:00;18,75;18,4;0;98,24;0;60;0;6630;
2020-11-29 03:00:00;21,64;18,2;0;81,59;0;5;0;6640;
2020-11-29 02:00:00;21,42;17,6;0;79,73;0;0;0;6640;
2020-11-29 01:00:00;21,25;16,9;0;77,58;0;0;0;6640;
2020-11-29 00:00:00;21,48;16,6;0;74,55;0;0;0;6660;3,3
2020-11-28 23:00:00;21,21;17,1;0;78,17;0;0;0;6698;
2020-11-28 22:00:00;21,41;18;0;81,87;0;0;0;6748;
2020-11-28 21:00:00;22,18;18,4;0;80,09;0;0;0;6806;
2020-11-28 20:00:00;23,62;18,9;39;75,58;0;0;0;6904;
2020-11-28 19:00:00;25,18;18,1;101;66,04;0;0;0;7000;
2020-11-28 18:00:00;26,6;16,2;330;53,97;0;0;0;7050;
2020-11-28 17:00:00;24,68;18,4;236;69,13;0;0;0;7080;
2020-11-28 16:00:00;24,88;19,4;372;72,69;0;0;0;7070;
2020-11-28 15:00:00;23,61;19,6;134;79,06;0;0;0;7080;
2020-11-28 14:00:00;27,18;18,2;152;59,02;0;0;0;7030;
2020-11-28 13:00:00;29,09;17,6;614;50,73;0;0;0;7060;
2020-11-28 12:00:00;28,7;17,4;901;51,28;0;0;0;7070;
2020-11-28 11:00:00;26,58;17,1;772;57,04;0;0;0;7080;
2020-11-28 10:00:00;24,75;17,2;637;63,96;0;0;0;7080;
2020-11-28 09:00:00;22,58;16,9;83;71,12;0;0;0;7080;
2020-11-28 08:00:00;21,1;16,9;142;78,11;0;0;0;6738;
2020-11-28 07:00:00;19,02;16,8;13;88,12;0;0;0;6640;
2020-11-28 06:00:00;19,17;16,8;0;86,78;0;0;0;6620;
2020-11-28 05:00:00;19,3;16,9;0;86,89;0;0;0;6620;
2020-11-28 04:00:00;19,31;17,2;0;88,28;0;0;0;6630;
2020-11-28 03:00:00;19,78;17,1;0;85,59;0;0;0;6630;
2020-11-28 02:00:00;19,69;17,2;0;86,75;0;0;0;6640;
2020-11-28 01:00:00;19,91;17;0;84,51;0;0;0;6640;
2020-11-28 00:00:00;20,61;17;0;80,98;0;0;0;6678;2,5
2020-11-27 23:00:00;20,9;17,2;0;80,36;0;0;0;6708;
2020-11-27 22:00:00;21,27;17,4;0;79,75;0;0;0;6766;
2020-11-27 21:00:00;21,58;17,9;0;80,87;0;0;0;6826;
2020-11-27 20:00:00;21,85;19,3;38;86,5;0;0;0;6932;
2020-11-27 19:00:00;22,46;19,3;188;83,29;0;0;0;7060;
2020-11-27 18:00:00;22,88;19,1;202;80,1;0;0;0;7070;
2020-11-27 17:00:00;23,87;19,1;335;75,57;0;0;0;7080;
2020-11-27 16:00:00;23,97;18,9;406;74,33;0;0;0;7080;
2020-11-27 15:00:00;23,52;18,8;490;75,54;0;0;0;7080;
2020-11-27 14:00:00;22,89;18,8;349;78,8;0;0;0;7080;
2020-11-27 13:00:00;21,91;18,7;244;82,61;0;0;0;7080;
2020-11-27 12:00:00;22,13;18,6;382;81,5;0;0;0;7080;
2020-11-27 11:00:00;21,39;18,8;351;85,78;0;0;0;7080;
2020-11-27 10:00:00;20,17;18,8;225;92,93;0;0;0;7080;
2020-11-27 09:00:00;19,33;19;114;98,8;0;0;0;7000;
2020-11-27 08:00:00;18,61;18,5;43;100;0;0;0;6738;
2020-11-27 07:00:00;18,22;18,1;0;100;0;0;0;6630;
2020-11-27 06:00:00;18,25;18,2;0;100;0;0;0;6630;
2020-11-27 05:00:00;18,09;18;0;100;0;0;0;6630;
2020-11-27 04:00:00;18,2;18,1;0;99,97;0;0;0;6630;
2020-11-27 03:00:00;18,49;18;0;97,72;0;0;0;6640;
2020-11-27 02:00:00;18,91;17,8;0;94,56;0;25;0;6640;
2020-11-27 01:00:00;18,96;18,6;0;98,75;0;10;0;6640;
2020-11-27 00:00:00;18,83;18,8;0;100;0;50;0;6668;2,3
2020-11-26 23:00:00;19,13;18,1;0;94,85;0;25;0;6708;
2020-11-26 22:00:00;19,6;17,5;0;88,77;0;0;0;6756;
2020-11-26 21:00:00;19,76;17,5;0;87,99;0;0;0;6816;
2020-11-26 20:00:00;20,12;17,6;21;86,34;0;0;0;6894;
2020-11-26 19:00:00;20,9;17,4;79;81,05;0;0;0;7010;
2020-11-26 18:00:00;21,33;17,5;148;79,7;0;10;0;7070;
2020-11-26 17:00:00;21,5;19;157;86,66;0;60;0;7080;
2020-11-26 16:00:00;23,33;19;161;77,87;0;10;0;7050;
2020-11-26 15:00:00;24,41;19,6;326;75,73;0;0;0;7070;
2020-11-26 14:00:00;25;19,6;432;72,7;0;0;0;7080;
2020-11-26 13:00:00;23,79;19,4;482;77,21;0;0;0;7080;
2020-11-26 12:00:00;22,76;18,9;317;79,88;0;0;0;7070;
2020-11-26 11:00:00;21,94;19,6;357;87,68;0;0;0;7080;
2020-11-26 10:00:00;21,28;19,3;301;89,39;0;0;0;7080;
2020-11-26 09:00:00;19,46;19,3;127;99,75;0;55;0;6992;
2020-11-26 08:00:00;18,57;18,5;33;100;0;60;0;6718;
2020-11-26 07:00:00;18,21;18,1;0;100;0;60;0;6610;
2020-11-26 06:00:00;18,18;18,1;0;100;0;60;0;6610;
2020-11-26 05:00:00;18,37;18,3;0;100;0;60;0;6610;
2020-11-26 04:00:00;18,43;18,3;0;100;0;60;0;6610;
2020-11-26 03:00:00;18,49;18,4;0;100;0;60;0;6620;
2020-11-26 02:00:00;18,65;18,6;0;100;0;60;0;6630;
2020-11-26 01:00:00;18,73;18,6;0;100;0;60;0;6630;
2020-11-26 00:00:00;19,17;19,1;0;100;0;60;0;6630;5
2020-11-25 23:00:00;19,78;19,7;0;100;0;60;0;6640;
2020-11-25 22:00:00;25,63;17,9;0;66,65;0;35;0;6668;
2020-11-25 21:00:00;29,5;15,7;0;44,08;0;0;0;6708;
2020-11-25 20:00:00;31,53;12,1;31;31,43;0;0;0;6776;
2020-11-25 19:00:00;33,83;11,6;192;26,59;0;0;0;6904;
2020-11-25 18:00:00;34,21;11,9;380;26,57;0;0;0;7040;
2020-11-25 17:00:00;34,54;13,6;516;29,1;0;0;0;7030;
2020-11-25 16:00:00;34,42;13,2;730;28,56;0;0;0;7070;
2020-11-25 15:00:00;34,05;13,2;913;29,12;0;0;0;7070;
2020-11-25 14:00:00;33,02;13,3;958;31,05;0;0;0;7070;
2020-11-25 13:00:00;31,23;16;1064;40,47;0;0;0;7070;
2020-11-25 12:00:00;29,33;15,9;983;45,04;0;0;0;7070;
2020-11-25 11:00:00;26,26;15,7;743;52,97;0;0;0;7080;
2020-11-25 10:00:00;24,05;15,3;549;59,12;0;0;0;7070;
2020-11-25 09:00:00;21,9;15,2;163;66,57;0;0;0;7080;
2020-11-25 08:00:00;20,32;14,9;124;72;0;0;0;6796;
2020-11-25 07:00:00;18,87;14,8;19;77,87;0;0;0;6650;
2020-11-25 06:00:00;19,04;14,5;0;75,7;0;0;0;6610;
2020-11-25 05:00:00;19,74;13,9;0;70,17;0;0;0;6610;
2020-11-25 04:00:00;20,71;13,2;0;63,15;0;0;0;6610;
2020-11-25 03:00:00;21,49;12,7;0;57,96;0;0;0;6630;
2020-11-25 02:00:00;22,36;12,3;0;53,81;0;0;0;6630;
2020-11-25 01:00:00;23,92;11,6;0;46,69;0;0;0;6630;
2020-11-25 00:00:00;24,96;8,9;0;36,73;0;0;0;6630;5,4
2020-11-24 23:00:00;25,91;5,3;0;27,2;0;0;0;6640;
2020-11-24 22:00:00;26,66;4,8;0;25,2;0;0;0;6668;
2020-11-24 21:00:00;28,08;4,4;0;22,71;0;0;0;6708;
2020-11-24 20:00:00;30,29;4,1;25;19,49;0;0;0;6806;
2020-11-24 19:00:00;32,42;4,7;263;18,22;0;0;0;6884;
2020-11-24 18:00:00;33,66;5,2;533;17,42;0;0;0;7010;
2020-11-24 17:00:00;33,68;5,1;767;17,33;0;0;0;7070;
2020-11-24 16:00:00;34,18;5,6;964;17,46;0;0;0;7070;
2020-11-24 15:00:00;33,79;7,9;1082;20,84;0;0;0;7070;
2020-11-24 14:00:00;32,12;10,5;1167;27,18;0;0;0;7070;
2020-11-24 13:00:00;29,91;11,3;1146;32,36;0;0;0;7070;
2020-11-24 12:00:00;27,08;11,6;1037;38,77;0;0;0;7080;
2020-11-24 11:00:00;24,78;11,8;882;45,11;0;0;0;7080;
2020-11-24 10:00:00;21,97;11,9;663;53,69;0;0;0;7080;
2020-11-24 09:00:00;20,18;12;131;60,24;0;0;0;7080;
2020-11-24 08:00:00;19,01;12,7;118;67,63;0;0;0;6728;
2020-11-24 07:00:00;17,9;13,7;13;77,67;0;0;0;6630;
2020-11-24 06:00:00;17,99;14,5;0;80,85;0;0;0;6600;
2020-11-24 05:00:00;18,17;14,5;0;80,33;0;0;0;6610;
2020-11-24 04:00:00;18,58;14,5;0;77,94;0;0;0;6620;
2020-11-24 03:00:00;18,99;14,5;0;75,83;0;0;0;6630;
2020-11-24 02:00:00;19,23;14,6;0;75,43;0;0;0;6630;
2020-11-24 01:00:00;20,34;14,7;0;70,9;0;0;0;6640;
2020-11-24 00:00:00;21,56;14,5;0;64,88;0;0;0;6640;5,3
2020-11-23 23:00:00;22,39;15,4;0;65,38;0;0;0;6650;
2020-11-23 22:00:00;22,7;16;0;66,45;0;0;0;6668;
2020-11-23 21:00:00;23,54;15,3;0;60,67;0;0;0;6718;
2020-11-23 20:00:00;25,45;13,5;23;48,48;0;0;0;6844;
2020-11-23 19:00:00;27,75;11,7;229;37,58;0;0;0;6932;
2020-11-23 18:00:00;29,4;12,1;464;34,97;0;0;0;7050;
2020-11-23 17:00:00;32,44;7,7;761;22,75;0;0;0;7070;
2020-11-23 16:00:00;32,33;5,4;959;19,24;0;0;0;7070;
2020-11-23 15:00:00;32,15;4;1100;17,74;0;0;0;7070;
2020-11-23 14:00:00;31,07;7,6;1175;23,79;0;0;0;7070;
2020-11-23 13:00:00;29,42;11,5;1156;34,05;0;0;0;7070;
2020-11-23 12:00:00;26,84;14;1058;46,06;0;0;0;7080;
2020-11-23 11:00:00;23,65;14;891;55,38;0;0;0;7080;
2020-11-23 10:00:00;20,59;13,4;675;64,4;0;0;0;7080;
2020-11-23 09:00:00;18,36;13;160;71,61;0;0;0;7088;
2020-11-23 08:00:00;16,74;12,5;114;76,66;0;0;0;6728;
2020-11-23 07:00:00;15,15;12,1;13;82,8;0;0;0;6630;
2020-11-23 06:00:00;14,89;11,8;0;82,72;0;0;0;6620;
2020-11-23 05:00:00;14,81;11,8;0;83,15;0;0;0;6620;
2020-11-23 04:00:00;14,66;11,8;0;84,04;0;0;0;6620;
2020-11-23 03:00:00;15,25;12;0;81,77;0;0;0;6630;
2020-11-23 02:00:00;15,78;12,4;0;81,38;0;0;0;6630;
2020-11-23 01:00:00;15,94;13;0;83,59;0;0;0;6640;
2020-11-23 00:00:00;15,74;13,9;0;89,82;0;0;0;6668;5,2
2020-11-22 23:00:00;16,1;13,8;0;87,02;0;0;0;6718;
2020-11-22 22:00:00;16,95;13,2;0;79,31;0;0;0;6756;
2020-11-22 21:00:00;18,62;12,7;0;69,1;0;0;0;6816;
2020-11-22 20:00:00;20,81;12,2;30;58,52;0;0;0;6894;
2020-11-22 19:00:00;23,06;11,8;245;49,96;0;0;0;6972;
2020-11-22 18:00:00;24,54;11,6;524;45,1;0;0;0;7070;
2020-11-22 17:00:00;25,66;12,3;755;43,99;0;0;0;7080;
2020-11-22 16:00:00;26,93;12,7;964;42,21;0;0;0;7080;
2020-11-22 15:00:00;27,27;13,1;1111;42,43;0;0;0;7070;
2020-11-22 14:00:00;27,07;13,4;1007;43,65;0;0;0;7080;
2020-11-22 13:00:00;27,88;12,3;1179;39,05;0;0;0;7070;
2020-11-22 12:00:00;25,93;13,1;1039;45,86;0;0;0;7070;
2020-11-22 11:00:00;23,15;13,1;877;54,04;0;0;0;7080;
2020-11-22 10:00:00;20,63;12,5;648;60,62;0;0;0;7080;
2020-11-22 09:00:00;18,48;12,1;204;67,39;0;0;0;7080;
2020-11-22 08:00:00;15,4;11,9;123;80,69;0;0;0;6844;
2020-11-22 07:00:00;12,27;11,4;12;95,44;0;0;0;6630;
2020-11-22 06:00:00;12,31;11,2;0;94,29;0;0;0;6600;
2020-11-22 05:00:00;12,24;11,3;0;95,14;0;0;0;6610;
2020-11-22 04:00:00;12,19;11,1;0;93,92;0;0;0;6620;
2020-11-22 03:00:00;13,35;10,8;0;85,28;0;0;0;6630;
2020-11-22 02:00:00;14,24;10,9;0;81,53;0;0;0;6630;
2020-11-22 01:00:00;14,33;11,7;0;85,32;0;0;0;6650;
2020-11-22 00:00:00;14,91;12;0;83,68;0;0;0;6688;4,4
2020-11-21 23:00:00;15,26;11,8;0;81,01;0;0;0;6738;
2020-11-21 22:00:00;16,08;11,3;0;74,37;0;0;0;6776;
2020-11-21 21:00:00;17,38;11;0;66,79;0;0;0;6834;
2020-11-21 20:00:00;19,43;10,3;19;56,35;0;0;0;6922;
2020-11-21 19:00:00;21;10,1;219;50,38;0;0;0;7010;
2020-11-21 18:00:00;22,45;10,9;515;48,63;0;0;0;7070;
2020-11-21 17:00:00;23,42;11,5;765;48,08;0;0;0;7080;
2020-11-21 16:00:00;24,16;12;743;47,56;0;0;0;7070;
2020-11-21 15:00:00;23,32;11,9;500;49,62;0;0;0;7080;
2020-11-21 14:00:00;25,25;10,4;971;40,27;0;0;0;7070;
2020-11-21 13:00:00;25,16;9,3;809;37,47;0;0;0;7040;
2020-11-21 12:00:00;23,23;9,8;1069;43,45;0;0;0;7080;
2020-11-21 11:00:00;20,64;10,8;883;54,21;0;0;0;7080;
2020-11-21 10:00:00;18,99;11,1;668;60,98;0;0;0;7080;
2020-11-21 09:00:00;17,21;11,6;205;70,38;0;0;0;7080;
2020-11-21 08:00:00;14,38;11,9;86;85,83;0;0;0;6718;
2020-11-21 07:00:00;11,93;11,8;12;99,95;0;0;0;6620;
2020-11-21 06:00:00;11,79;11,6;0;99,44;0;0;0;6600;
2020-11-21 05:00:00;12,42;11,2;0;93,26;0;0;0;6620;
2020-11-21 04:00:00;12,93;11,3;0;90,88;0;0;0;6620;
2020-11-21 03:00:00;12,79;11,9;0;95,49;0;0;0;6630;
2020-11-21 02:00:00;13,03;12,4;0;96,98;0;0;0;6630;
2020-11-21 01:00:00;13,46;12,3;0;93,83;0;0;0;6660;
2020-11-21 00:00:00;13,89;12,2;0;90,66;0;0;0;6708;4,1
2020-11-20 23:00:00;14,33;12;0;86,82;0;0;0;6748;
2020-11-20 22:00:00;15,09;11,9;0;81,97;0;0;0;6806;
2020-11-20 21:00:00;16,25;11,3;0;73,31;0;0;0;6864;
2020-11-20 20:00:00;17,72;11;23;65,53;0;0;0;6952;
2020-11-20 19:00:00;19,11;10,7;220;59,13;0;0;0;7030;
2020-11-20 18:00:00;20,95;10,3;476;51,21;0;0;0;7070;
2020-11-20 17:00:00;21,56;9,5;447;47,24;0;0;0;7070;
2020-11-20 16:00:00;22,99;8,6;699;40,73;0;0;0;7080;
2020-11-20 15:00:00;23,14;8;491;38,93;0;0;0;7080;
2020-11-20 14:00:00;24,6;6,8;1081;32,75;0;0;0;7080;
2020-11-20 13:00:00;23,72;6,8;846;34,52;0;0;0;7070;
2020-11-20 12:00:00;23,56;5,7;1022;32,11;0;0;0;7080;
2020-11-20 11:00:00;21,81;6,5;892;37,94;0;0;0;7080;
2020-11-20 10:00:00;19,56;8,5;652;49,63;0;0;0;7080;
2020-11-20 09:00:00;17,32;9,4;226;60,44;0;0;0;7080;
2020-11-20 08:00:00;13,93;9,6;86;76,43;0;0;0;6708;
2020-11-20 07:00:00;10,77;9,1;11;90,25;0;0;0;6630;
2020-11-20 06:00:00;10,9;9,1;0;89,76;0;0;0;6610;
2020-11-20 05:00:00;11,34;9,3;0;87,93;0;0;0;6620;
2020-11-20 04:00:00;12,1;9,5;0;85,01;0;0;0;6630;
2020-11-20 03:00:00;12,8;9,8;0;83,1;0;0;0;6630;
2020-11-20 02:00:00;13,36;10;0;81,19;0;0;0;6630;
2020-11-20 01:00:00;13,64;10;0;79,65;0;0;0;6650;
2020-11-20 00:00:00;14,25;10;0;76,77;0;0;0;6698;4,6
