LAT;DUMMY;;;;;;;;;;
LONG;DUMMY;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Precipitação [mm];Velocidade do Vento [km/h];Veloc Max do Vento [km/h];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Hora;méd;méd;méd;méd;soma;méd;máx;últ;últ;méd;Evapotranspiração Diária [mm]
2020-02-11 23:00:00;21,44;14,8;0;0,85;0;7,2;19,4;0;6525;;
2020-02-11 22:00:00;22,4;15,2;0;0,96;0;7,9;19,8;0;6525;;
2020-02-11 21:00:00;23,69;15,6;1;1,14;0;10,1;24,5;0;6531;;
2020-02-11 20:00:00;26,18;15,6;75;1,61;0;10,8;25,2;4558;6724;;
2020-02-11 19:00:00;27,74;15,6;333;1,93;0;10,4;24,8;9643;6790;;
2020-02-11 18:00:00;29,09;14,9;568;2,31;0;9,4;23;10055;6784;;
2020-02-11 17:00:00;29,58;13,4;617;2,59;0;8,3;28,8;10166;6781;;
2020-02-11 16:00:00;29,9;13,1;867;2,69;0;7,9;22,7;10017;6776;;
2020-02-11 15:00:00;29,41;13,8;914;2,51;0;7,6;18;10007;6778;;
2020-02-11 14:00:00;28,47;15,1;994;2,16;0;7,9;20,2;10012;6776;;
2020-02-11 13:00:00;26,84;15,7;738;1,73;0;7,2;16,6;8795;6781;;
2020-02-11 12:00:00;25,25;16,1;657;1,37;0;7,6;18,7;9945;6781;;
2020-02-11 11:00:00;24,05;16,3;484;1,12;0;7,6;20,5;8881;6767;;
2020-02-11 10:00:00;22,19;16,4;265;0,8;0;6,5;18,4;9902;6784;;
2020-02-11 09:00:00;19,6;15,8;186;0,47;0;2,9;9,4;7898;6756;;
2020-02-11 08:00:00;16,78;15,1;12;0,17;0;0;2,2;6882;6645;;
2020-02-11 07:00:00;16,84;15,1;0;0,18;0;0,7;4,7;0;6462;;
2020-02-11 06:00:00;17,42;15,3;0;0,24;0;0,7;6,8;0;6477;;
2020-02-11 05:00:00;17,81;15,3;0;0,28;0;2,5;7,6;0;6482;;
2020-02-11 04:00:00;18,26;15,2;0;0,35;0;4,7;11,2;0;6505;;
2020-02-11 03:00:00;18,62;15,1;0;0,41;0;3,2;8,6;0;6505;;
2020-02-11 02:00:00;19,01;15,3;0;0,45;0;3,6;11,2;0;6516;;
2020-02-11 01:00:00;19,6;15,5;0;0,5;0;4,3;12,6;0;6522;;
2020-02-11 00:00:00;20,36;15,6;0;0,6;0;6,1;15,5;0;6531;;5,8
2020-02-10 23:00:00;21,26;15,2;0;0,79;0;7,6;25,9;0;6528;;
2020-02-10 22:00:00;22,32;15,3;0;0,94;0;10,8;27,4;0;6531;;
2020-02-10 21:00:00;24,3;15,1;0;1,3;0;11,2;30,6;0;6531;;
2020-02-10 20:00:00;27,27;12,1;61;2,2;0;5,4;13,3;3374;6716;;
2020-02-10 19:00:00;28,67;11,8;358;2,52;0;6,1;18,4;9523;6798;;
2020-02-10 18:00:00;29,05;11,9;581;2,6;0;6,8;16,9;10027;6793;;
2020-02-10 17:00:00;29,06;11,9;616;2,61;0;7,2;17,6;9130;6790;;
2020-02-10 16:00:00;29,54;11,4;1028;2,77;0;7,2;18,7;9974;6784;;
2020-02-10 15:00:00;28,5;11,9;1071;2,48;0;6,8;18,7;10036;6781;;
2020-02-10 14:00:00;28,05;13,1;990;2,27;0;7,2;23,8;10180;6784;;
2020-02-10 13:00:00;26,73;14,1;1104;1,89;0;6,8;18,7;10122;6793;;
2020-02-10 12:00:00;24,7;14,9;606;1,4;0;5,8;13,7;10151;6790;;
2020-02-10 11:00:00;23,99;15,4;511;1,21;0;6,1;13,7;9983;6793;;
2020-02-10 10:00:00;21,77;14,9;278;0,89;0;5,4;15,1;9912;6790;;
2020-02-10 09:00:00;19,42;14,6;188;0,57;0;2,9;7,9;8373;6767;;
2020-02-10 08:00:00;17,82;14,5;19;0,37;0;2,2;7,9;6921;6676;;
2020-02-10 07:00:00;17,86;14,7;0;0,35;0;3,6;7,9;0;6479;;
2020-02-10 06:00:00;18,42;15,1;0;0,38;0;4;10,8;0;6491;;
2020-02-10 05:00:00;18,8;15,5;0;0,39;0;4,3;10,1;0;6502;;
2020-02-10 04:00:00;18,97;15,8;0;0,38;0;3,2;11,2;0;6511;;
2020-02-10 03:00:00;19,55;15,7;0;0,47;0;4;11,9;0;6522;;
2020-02-10 02:00:00;20,35;15,4;0;0,62;0;4,3;12,6;0;6516;;
2020-02-10 01:00:00;21,32;15,2;0;0,78;0;6,1;17,3;0;6528;;
2020-02-10 00:00:00;22,05;15,3;0;0,89;0;6,5;16,9;0;6525;;4,8
2020-02-09 23:00:00;22,89;15,8;0;0,97;0;8,3;24,8;0;6525;;
2020-02-09 22:00:00;24,15;15,7;0;1,21;0;10,1;24,8;0;6531;;
2020-02-09 21:00:00;25,59;16;1;1,44;0;7,2;20,9;0;6528;;
2020-02-09 20:00:00;26,87;16,2;73;1,67;0;11,2;30,2;4807;6736;;
2020-02-09 19:00:00;29,12;15,7;293;2,23;0;10,4;22,7;9614;6796;;
2020-02-09 18:00:00;30,8;14,8;469;2,74;0;7,2;20,9;10012;6787;;
2020-02-09 17:00:00;30,98;15,4;701;2,73;0;8,3;20,2;9030;6793;;
2020-02-09 16:00:00;30,45;15,7;652;2,55;0;7,6;16,9;8982;6776;;
2020-02-09 15:00:00;29,89;17,1;788;2,25;0;6,5;16,6;9926;6784;;
2020-02-09 14:00:00;28,86;17,1;551;2,01;0;6,5;16,9;9974;6781;;
2020-02-09 13:00:00;27,9;17,9;601;1,69;0;6,1;19,1;9499;6773;;
2020-02-09 12:00:00;26,62;18,1;455;1,38;0;6,1;17,6;9835;6767;;
2020-02-09 11:00:00;25,79;17,8;421;1,26;0;5,8;16,2;9720;6776;;
2020-02-09 09:00:00;22,7;18,2;115;0,65;0;5;11,2;9078;6776;;
2020-02-09 08:00:00;22,3;18,1;0;0,6;0;3,6;10,4;2918;6505;;
2020-02-09 07:00:00;22,51;18,4;0;0,59;0;6,1;20,5;0;6465;;
2020-02-09 06:00:00;23,3;20,7;0;0,4;0;5;15,1;0;6482;;
2020-02-09 05:00:00;24;21,8;0;0,35;0;0,4;6,1;0;6482;;
2020-02-09 04:00:00;24,58;21,3;0;0,53;0;0;5,8;0;6496;;
2020-02-09 03:00:00;25;21,4;0;0,59;0;0,7;4,7;0;6502;;
2020-02-09 02:00:00;25,61;21,8;0;0,66;0;1,1;6,1;0;6505;;
2020-02-09 01:00:00;25,31;21,9;0;0,57;0;1,1;6,1;0;6505;;
2020-02-09 00:00:00;25,61;22,2;0;0,59;0;4;12,2;0;6519;;6,2
2020-02-08 23:00:00;26,35;21,9;0;0,77;0;6,1;18;0;6514;;
2020-02-08 22:00:00;27,42;21,8;0;1,02;0;6,1;14,8;0;6516;;
2020-02-08 21:00:00;28,6;22,3;5;1,21;0;9,4;24,8;0;6519;;
2020-02-08 20:00:00;30,91;21,1;52;1,95;0;7,6;19,4;5627;6733;;
2020-02-08 19:00:00;33,06;21,7;306;2,44;0;5;16,2;7381;6744;;
2020-02-08 18:00:00;35,19;20,9;441;3,2;0;5;15,1;9413;6796;;
2020-02-08 17:00:00;36,08;20,7;826;3,5;0;4,3;12,2;9705;6776;;
2020-02-08 16:00:00;35,2;20,5;978;3,26;0;6,1;16,6;9782;6773;;
2020-02-08 15:00:00;34,68;21;1065;3,02;0;4,3;15,5;9720;6776;;
2020-02-08 14:00:00;34,18;21,2;1082;2,84;0;4,7;13;9792;6773;;
2020-02-08 13:00:00;33,78;21;908;2,75;0;2,2;13,7;8766;6770;;
2020-02-08 12:00:00;32,52;20,5;872;2,46;0;2,9;13,7;9672;6770;;
2020-02-08 11:00:00;31,03;21,4;539;1,93;0;1,8;16,9;9677;6767;;
2020-02-08 10:00:00;28,81;22,3;302;1,26;0;0,7;7,2;8881;6761;;
2020-02-08 09:00:00;25,88;22,4;179;0,6;0;1,8;6,1;6973;6713;;
2020-02-08 08:00:00;23,5;21,9;13;0,24;0;1,1;5,8;6844;6613;;
2020-02-08 07:00:00;23,16;21,7;0;0,21;0;0,7;3,2;0;6468;;
2020-02-08 06:00:00;23,54;21,8;0;0,27;0;1,4;6,1;0;6471;;
2020-02-08 05:00:00;23,94;21,8;0;0,33;0;3,2;8,6;0;6479;;
2020-02-08 04:00:00;24,3;21,9;0;0,38;0;2,9;9;0;6494;;
2020-02-08 03:00:00;24,93;22;0;0,48;0;3,2;10,8;0;6494;;
2020-02-08 02:00:00;25,49;22,3;0;0,55;0;3,2;10,8;0;6505;;
2020-02-08 01:00:00;26,42;22,3;0;0,73;0;4,7;11,9;0;6514;;
2020-02-08 00:00:00;27,23;22,5;0;0,86;0;3,6;9,4;0;6508;;6,3
2020-02-07 23:00:00;28,17;22,3;0;1,09;0;5,8;14,8;0;6519;;
2020-02-07 22:00:00;29,33;21,9;0;1,44;0;5,8;17,3;0;6514;;
2020-02-07 21:00:00;30,91;21,8;0;1,83;0;6,1;15,8;0;6514;;
2020-02-07 20:00:00;33,23;21;82;2,59;0;5;15,5;4462;6702;;
2020-02-07 19:00:00;34,49;20,1;366;3,09;0;5,4;15,8;9284;6793;;
2020-02-07 18:00:00;34,72;20,1;548;3,16;0;5,8;15,1;9768;6773;;
2020-02-07 17:00:00;35,05;20,5;803;3,21;0;5,8;14;9763;6770;;
2020-02-07 16:00:00;34,99;20,7;906;3,17;0;5;19,4;9835;6778;;
2020-02-07 15:00:00;34,06;21,1;934;2,83;0;4,3;15,5;9619;6773;;
2020-02-07 14:00:00;32,88;21,4;940;2,42;0;5,8;19,4;9792;6773;;
2020-02-07 13:00:00;32,19;21,5;983;2,22;0;5,8;15,5;10079;6776;;
2020-02-07 12:00:00;31,04;21,7;921;1,88;0;5,8;15,1;9840;6770;;
2020-02-07 11:00:00;29,17;22,5;603;1,31;0;5;11,2;9907;6770;;
2020-02-07 10:00:00;26,74;22,5;308;0,76;0;5;12,6;9145;6764;;
2020-02-07 09:00:00;25,11;22,4;170;0,46;0;4,7;11,2;8732;6756;;
2020-02-07 08:00:00;23,14;21,9;10;0,18;0;5;10,4;6892;6650;;
2020-02-07 07:00:00;22,94;21,8;0;0,16;0;3,6;9,4;0;6468;;
2020-02-07 06:00:00;23,08;22;0;0,16;0;2,2;9;0;6482;;
2020-02-07 05:00:00;23,19;22;0;0,17;0;2,5;10,4;0;6482;;
2020-02-07 04:00:00;23,6;21,9;0;0,26;0;5;14,4;0;6491;;
2020-02-07 03:00:00;24,36;21,9;0;0,4;0;5;14;0;6502;;
2020-02-07 02:00:00;25,2;22;0;0,54;0;6,1;13,7;0;6502;;
2020-02-07 01:00:00;25,81;22;0;0,65;0;4,3;11,2;0;6508;;
2020-02-07 00:00:00;26,79;21,9;0;0,87;0;4,7;11,9;0;6511;;6,7
2020-02-06 23:00:00;28,24;21,6;0;1,23;0;6,5;18;0;6514;;
2020-02-06 22:00:00;30,08;21,1;0;1,74;0;8,6;23,4;0;6519;;
2020-02-06 21:00:00;31,73;18,8;0;2,49;0;2,2;15,5;0;6519;;
2020-02-06 20:00:00;33,87;18,2;72;3,17;0;4;9,4;4649;6707;;
2020-02-06 19:00:00;35,01;19;358;3,41;0;5,4;14,4;9317;6793;;
2020-02-06 18:00:00;35,91;18,9;607;3,7;0;4,7;11,9;9715;6773;;
2020-02-06 17:00:00;36,02;18,7;827;3,77;0;4,3;16,9;9614;6773;;
2020-02-06 16:00:00;35,53;20;988;3,43;0;5;14,8;9686;6770;;
2020-02-06 15:00:00;34,85;20,9;1077;3,09;0;5,4;15,8;9806;6767;;
2020-02-06 14:00:00;34,39;21;1090;2,93;0;3,6;13,7;9768;6778;;
2020-02-06 13:00:00;32,79;21;1023;2,46;0;3,6;11,2;9552;6778;;
2020-02-06 12:00:00;31,22;21,1;886;2,02;0;4,7;13,3;9806;6781;;
2020-02-06 11:00:00;29,06;21,4;561;1,45;0;7,9;22,3;9892;6778;;
2020-02-06 10:00:00;26,93;21,2;336;1;0;7,2;23;9346;6781;;
2020-02-06 09:00:00;24,88;20,9;178;0,65;0;5,4;14,8;6983;6722;;
2020-02-06 08:00:00;22,85;20,8;13;0,31;0;3,2;8,6;6882;6647;;
2020-02-06 07:00:00;22,46;20,6;0;0,27;0;2,5;6,5;0;6482;;
2020-02-06 06:00:00;22,78;20,6;0;0,32;0;2,2;8,6;0;6488;;
2020-02-06 05:00:00;22,99;20,8;0;0,33;0;4;10,4;0;6494;;
2020-02-06 04:00:00;23,14;21;0;0,32;0;3,2;7,6;0;6508;;
2020-02-06 03:00:00;23,6;21,1;0;0,39;0;4,7;14;0;6514;;
2020-02-06 02:00:00;24,15;21;0;0,5;0;4,7;13;0;6511;;
2020-02-06 01:00:00;24,78;21,1;0;0,6;0;5;12,2;0;6514;;
2020-02-06 00:00:00;25,87;21,2;0;0,8;0;7,6;20,5;0;6525;;6,5
2020-02-05 23:00:00;26,95;21,4;0;0,98;0;6,8;21,6;0;6525;;
2020-02-05 22:00:00;28,04;21,3;0;1,24;0;7,9;27,4;0;6516;;
2020-02-05 21:00:00;28,6;19,6;0;1,62;0;3,2;11,9;0;6528;;
2020-02-05 20:00:00;29,48;18,4;59;1,98;0;4,7;12,2;4917;6730;;
2020-02-05 19:00:00;30,44;19,2;311;2,13;0;10,8;28,4;8291;6764;;
2020-02-05 18:00:00;33,76;19,5;463;2,96;0;6,1;22,3;8330;6767;;
2020-02-05 17:00:00;34,22;19,7;685;3,07;0;6,1;20,9;9030;6787;;
2020-02-05 16:00:00;33,99;19,9;942;2,98;0;6,1;19,1;8929;6796;;
2020-02-05 15:00:00;33,54;20,2;1117;2,8;0;5,8;19,8;9859;6776;;
2020-02-05 14:00:00;32,28;20,5;1061;2,39;0;7,2;21,6;9936;6778;;
2020-02-05 13:00:00;31,51;20,4;1033;2,21;0;7,2;15,8;9849;6781;;
2020-02-05 12:00:00;29,92;20,6;890;1,78;0;7,9;20,5;9888;6781;;
2020-02-05 11:00:00;28,36;20,6;606;1,41;0;7,6;19,8;9969;6784;;
2020-02-05 10:00:00;26,15;21;347;0,89;0;7,2;17,6;9169;6770;;
2020-02-05 09:00:00;23,95;20,8;175;0,5;0;6,1;14,8;6997;6736;;
2020-02-05 08:00:00;22,3;20,5;22;0,26;0;4;10,4;6901;6662;;
2020-02-05 07:00:00;22,01;20,3;0;0,24;0;6,5;15,1;512;6465;;
