LAT;-29,18597;;;;;;;;;
LONG;-51,58266;;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];;Battery [mV];
Date/Time;avg;avg;avg;avg;sum;time;avg;max;last;Daily ET0 [mm]
2020-10-20 23:00:00;18,69;14,8;0;79,13;0;0;0,1;0,4;6542;
2020-10-20 22:00:00;19,05;15,4;0;80,13;0;0;0,4;0,9;6572;
2020-10-20 21:00:00;19,77;16,3;0;81,8;0;0;0,3;1;6640;
2020-10-20 20:00:00;20,93;16,2;10;75,59;0;0;0,3;0,7;6708;
2020-10-20 19:00:00;23,58;16,4;149;65,04;0;0;0,5;0,9;6826;
2020-10-20 18:00:00;26,5;17,1;407;57,07;0;0;0,4;1,1;6884;
2020-10-20 17:00:00;29,07;15,7;676;45,18;0;0;0,2;0,8;6894;
2020-10-20 16:00:00;30,13;15,7;687;42,65;0;0;0,4;1,2;6894;
2020-10-20 15:00:00;29,49;17,8;896;49,98;0;0;0,4;0,9;6894;
2020-10-20 14:00:00;29,64;16,1;566;44,8;0;0;0,4;1,1;6884;
2020-10-20 13:00:00;29,17;16,3;1045;46,78;0;0;0,4;1;6894;
2020-10-20 12:00:00;27,45;16,5;972;52,07;0;0;0,4;0,7;6894;
2020-10-20 11:00:00;25,36;16,4;799;58,54;0;0;0,3;0,8;6894;
2020-10-20 10:00:00;22,93;16,1;580;66,32;0;0;0,2;0,7;6904;
2020-10-20 09:00:00;20,82;15,8;324;73,78;0;0;0,1;0,5;6904;
2020-10-20 08:00:00;18,08;15,6;53;85,93;0;0;0;0;6728;
2020-10-20 07:00:00;17,38;15,1;0;87,54;0;0;0;0;6542;
2020-10-20 06:00:00;17,86;14,9;0;83,88;0;0;0;0;6532;
2020-10-20 05:00:00;18,77;14,5;0;76,96;0;0;0;0,1;6542;
2020-10-20 04:00:00;19,48;13,2;0;68,11;0;0;0;0;6532;
2020-10-20 03:00:00;20,38;13;0;63,27;0;0;0;0,1;6542;
2020-10-20 02:00:00;21,26;12,6;0;58,3;0;0;0;0,1;6542;
2020-10-20 01:00:00;21,16;11,2;0;53,91;0;0;0;0;6562;
2020-10-20 00:00:00;21,75;10,9;0;50,86;0;0;0;0,1;6552;5,4
2020-10-19 23:00:00;21,56;9,9;0;48,05;0;0;0;0,1;6532;
2020-10-19 22:00:00;22,52;10,1;0;46,02;0;0;0;0,1;6552;
2020-10-19 21:00:00;22,57;11;0;48,62;0;0;0;0,1;6572;
2020-10-19 20:00:00;24,84;11,6;8;44,48;0;0;0;0;6650;
2020-10-19 19:00:00;29,97;10,6;159;31,05;0;0;0;0,2;6738;
2020-10-19 18:00:00;31,18;8,9;434;25,92;0;0;0;0,2;6834;
2020-10-19 17:00:00;31,55;9,2;682;25,78;0;0;0,1;0,5;6884;
2020-10-19 16:00:00;31,58;9,7;891;26,55;0;0;0,1;0,4;6894;
2020-10-19 15:00:00;30,15;10,1;1044;29,45;0;0;0,4;1,3;6894;
2020-10-19 14:00:00;29,26;12,8;1113;37,15;0;0;0,5;0,8;6894;
2020-10-19 13:00:00;27,14;12,9;1103;42,11;0;0;0,9;1,2;6894;
2020-10-19 12:00:00;25,12;12,7;1003;46,9;0;0;1,2;1,8;6904;
2020-10-19 11:00:00;23,1;12,6;830;52,17;0;0;1;2;6904;
2020-10-19 10:00:00;20,6;12,2;605;59,23;0;0;1,5;2;6904;
2020-10-19 09:00:00;18,42;12;347;66,92;0;0;1,1;1,4;6904;
2020-10-19 08:00:00;16,09;11,8;56;76,54;0;0;1,1;1,5;6698;
2020-10-19 07:00:00;15,37;11,8;0;80,38;0;0;0,8;1,5;6522;
2020-10-19 06:00:00;15,75;11,9;0;78,36;0;0;1,3;1,8;6512;
2020-10-19 05:00:00;16,5;11,5;0;73,33;0;0;1,3;1,9;6522;
2020-10-19 04:00:00;17,35;11,2;0;67,9;0;0;1,1;1,8;6542;
2020-10-19 03:00:00;17,89;10,8;0;64,2;0;0;0,7;1,1;6552;
2020-10-19 02:00:00;18,49;10,5;0;60,38;0;0;0,5;1,4;6542;
2020-10-19 01:00:00;19,29;10,2;0;56,52;0;0;0,2;1;6552;
2020-10-19 00:00:00;19,87;10,6;0;56;0;0;0,1;0,7;6552;5,4
2020-10-18 23:00:00;18,77;11,4;0;63,05;0;0;0;0;6532;
2020-10-18 22:00:00;20,04;10,6;0;55,23;0;0;0;0,1;6562;
2020-10-18 21:00:00;21,29;9,7;0;48,41;0;0;0;0,2;6590;
2020-10-18 20:00:00;23,36;9,6;7;42,42;0;0;0;0,1;6660;
2020-10-18 19:00:00;28,66;7,7;162;27,69;0;0;0;0,2;6756;
2020-10-18 18:00:00;30,46;6,4;438;22,92;0;0;0,1;0,4;6864;
2020-10-18 17:00:00;30,2;6,4;688;22,96;0;0;0,2;1,1;6894;
2020-10-18 16:00:00;29,64;7,3;902;25,29;0;0;0,5;1;6894;
2020-10-18 15:00:00;29,13;9;1053;29,05;0;0;0,4;0,8;6894;
2020-10-18 14:00:00;27,5;10;1126;34,19;0;0;0,6;1,1;6894;
2020-10-18 13:00:00;25,15;11,1;1108;42,11;0;0;0,8;1,2;6894;
2020-10-18 12:00:00;23,23;11,4;1012;48,1;0;0;1;1,7;6904;
2020-10-18 11:00:00;20,81;10,7;841;53,08;0;0;1,5;1,9;6904;
2020-10-18 10:00:00;18,4;10,9;600;62,26;0;0;1,5;2,1;6914;
2020-10-18 09:00:00;16,59;10,6;350;68,35;0;0;1,1;2;6914;
2020-10-18 08:00:00;15,67;10,4;138;71,38;;0;;;6562;
2020-10-18 07:00:00;14,53;10;60;75,41;0;0;0,4;0,9;6738;
2020-10-18 06:00:00;14,18;9,7;0;75,33;0;0;0,5;0,9;6522;
2020-10-18 05:00:00;14,52;9,6;0;73,2;0;0;0,5;1;6522;
2020-10-18 04:00:00;15,05;9,8;0;71,76;0;0;0,4;1,2;6542;
2020-10-18 03:00:00;16,02;10,2;0;69,21;0;0;1;1,7;6552;
2020-10-18 02:00:00;16,72;10,8;0;68,91;0;0;1;1,6;6542;
2020-10-18 01:00:00;17,65;11,1;0;66,41;0;0;0,7;1,2;6562;
2020-10-18 00:00:00;18,17;12,1;0;68,82;0;0;0,7;1,2;6552;4,6
2020-10-17 23:00:00;18,81;12,7;0;68,37;0;0;0,6;1,3;6552;
2020-10-17 22:00:00;18,62;12,6;0;68,72;0;0;0,5;1,5;6542;
2020-10-17 21:00:00;17,78;12,3;0;71,05;0;0;0;0,4;6590;
2020-10-17 20:00:00;18,01;11,2;0;65,48;0;0;0;0,1;6630;
2020-10-17 19:00:00;20,43;10,2;19;52,8;0;0;0,1;0,5;6718;
2020-10-17 18:00:00;23,4;10,5;128;44,95;0;0;0;0,2;6834;
2020-10-17 17:00:00;24,7;10,3;237;41,24;0;0;0,2;1;6884;
2020-10-17 16:00:00;27,64;6,6;429;27,84;0;0;0,2;0,5;6884;
2020-10-17 15:00:00;28,21;6,2;786;25,41;0;0;0,2;0,7;6894;
2020-10-17 14:00:00;27,31;7,6;1048;29,3;0;0;0,5;1,1;6894;
2020-10-17 13:00:00;26;8,2;1121;33,22;0;0;0,5;1,1;6894;
2020-10-17 12:00:00;24,18;9,5;1116;40,27;0;0;0,6;1,4;6894;
2020-10-17 11:00:00;22,09;9,8;1015;46,11;0;0;0,7;1,3;6904;
2020-10-17 10:00:00;19,21;9,7;837;54,72;0;0;0,9;1,3;6904;
2020-10-17 09:00:00;16,6;9,6;568;64,41;0;0;1,2;1,7;6914;
2020-10-17 08:00:00;14,64;9,5;344;72,56;0;0;0,6;1,2;6914;
2020-10-17 07:00:00;12,59;9,4;59;81,79;0;0;0,3;0,8;6766;
2020-10-17 06:00:00;12,45;9,4;0;82,78;0;0;0,5;1;6512;
2020-10-17 05:00:00;12,83;9,6;0;81,76;0;0;0,3;0,8;6522;
2020-10-17 04:00:00;13,32;9,7;0;79,87;0;0;0,3;1;6512;
2020-10-17 03:00:00;13,94;9,6;0;76,04;0;0;0,1;0,5;6532;
2020-10-17 02:00:00;15,08;9,4;0;69,51;0;0;0,2;0,7;6522;
2020-10-17 01:00:00;16,12;9,3;0;65,17;0;0;0,3;0,8;6532;
2020-10-17 00:00:00;17,06;9,4;0;61,35;0;0;0,4;1,2;6552;4,7
2020-10-16 23:00:00;17,05;9,4;0;61,57;0;0;0,3;0,9;6552;
2020-10-16 22:00:00;17,74;9,7;0;59,98;0;0;0,2;0,6;6532;
2020-10-16 21:00:00;18,47;11,8;0;66,01;0;0;0,5;1,2;6552;
2020-10-16 20:00:00;18,3;13,5;0;74,19;0;0;0,2;0,6;6582;
2020-10-16 19:00:00;20,32;13,3;8;65,01;0;0;0,2;0,4;6610;
2020-10-16 18:00:00;23,22;12,6;159;52,29;0;0;0,9;1,5;6806;
2020-10-16 17:00:00;25,26;12,8;424;46,72;0;0;0,9;1,7;6884;
2020-10-16 16:00:00;26,68;12,8;671;42,98;0;0;0,8;1,2;6894;
2020-10-16 15:00:00;27,18;11,5;881;38,2;0;0;0,8;1,3;6894;
2020-10-16 14:00:00;27,29;10,4;1035;35,4;0;0;0,7;1,3;6894;
2020-10-16 13:00:00;25,96;10,7;1107;39,17;0;0;0,5;1,1;6894;
2020-10-16 12:00:00;24,55;10,1;1090;40,77;0;0;0,6;1,4;6894;
2020-10-16 11:00:00;22,5;9,6;1002;44,7;0;0;0,7;1,4;6904;
2020-10-16 10:00:00;20,11;10;825;53,06;0;0;0,7;1,4;6904;
2020-10-16 09:00:00;17,31;10,1;597;63,74;0;0;0,9;1,3;6914;
2020-10-16 08:00:00;14,95;11;309;78,41;0;0;0,3;1,3;6914;
2020-10-16 07:00:00;11,34;10,8;51;97,82;0;0;0;0;6766;
2020-10-16 06:00:00;10,86;9,8;0;93,76;0;0;0;0;6532;
2020-10-16 05:00:00;11,67;10,2;0;91,9;0,2;0;0;0;6532;
2020-10-16 04:00:00;11,63;10,4;0;93,35;0;0;0;0,2;6522;
2020-10-16 03:00:00;12,37;10,6;0;89,84;0;0;0,2;0,7;6542;
2020-10-16 02:00:00;12,74;11;0;90,64;0;0;0,5;0,8;6552;
2020-10-16 01:00:00;12,48;12,3;0;99,38;0;0;0;0;6552;
2020-10-16 00:00:00;12,41;12,3;0;100;0;0;0;0;6542;4,3
2020-10-15 23:00:00;13,15;12,6;0;97,75;0;0;0;0;6532;
2020-10-15 22:00:00;14,44;13;0;91,78;0;0;0;0,2;6562;
2020-10-15 21:00:00;15,17;13,1;0;88,32;0;0;0,1;0,5;6582;
2020-10-15 20:00:00;16,56;13,1;0;81,37;0;0;0,5;1;6660;
2020-10-15 19:00:00;18,08;13,1;8;73,43;0;0;0,4;0,8;6738;
2020-10-15 18:00:00;21;13,2;157;61,64;0;0;0,6;1,1;6854;
2020-10-15 17:00:00;22,31;13;436;56,41;0;0;0,7;1;6894;
2020-10-15 16:00:00;22,88;13;589;54,53;0;0;0,8;1,3;6904;
2020-10-15 15:00:00;23,36;12,7;822;52,01;0;0;0,8;1,1;6904;
2020-10-15 14:00:00;23,42;12,3;1020;50,12;0;0;1,1;1,6;6904;
2020-10-15 13:00:00;22,78;11,2;1090;48,73;0;0;0,9;1,3;6904;
2020-10-15 12:00:00;22,68;9,8;1008;44,67;0;0;0,3;0,9;6904;
2020-10-15 11:00:00;21,83;9;938;44,66;0;0;0,6;1,1;6904;
2020-10-15 10:00:00;20,88;7,9;788;43,82;0;0;0,7;1,3;6904;
2020-10-15 09:00:00;18,12;7,9;582;52,31;0;0;0,9;1,4;6904;
2020-10-15 08:00:00;14,96;8,4;288;65,74;0;0;0,6;1,1;6914;
2020-10-15 07:00:00;11,13;9,4;64;90,09;0;0;0;0,4;6854;
2020-10-15 06:00:00;10,4;8,8;0;90,84;0;0;0;0;6532;
2020-10-15 05:00:00;10,27;7,7;0;85,36;0;0;0;0;6512;
2020-10-15 04:00:00;12,16;8,2;0;77,49;0;0;0;0,1;6542;
2020-10-15 03:00:00;11,44;9;0;85,83;0;0;0;0;6542;
2020-10-15 02:00:00;13,16;11,1;0;88,13;0;0;0;0;6542;
2020-10-15 01:00:00;13,12;11,9;0;93,27;0;0;0;0;6552;
2020-10-15 00:00:00;13,56;11,6;0;88,52;0;0;0;0;6542;3,9
2020-10-14 23:00:00;14,53;12,2;0;86,65;0;0;0;0,2;6532;
2020-10-14 22:00:00;15,33;12,9;0;86,37;0;0;0,1;0,4;6562;
2020-10-14 21:00:00;15,73;13,3;0;86,69;0;0;0;0,4;6600;
2020-10-14 20:00:00;16,21;12,9;0;81,62;0;0;0;0,2;6660;
2020-10-14 19:00:00;17,87;12,6;8;72,35;0;0;0,2;0,5;6738;
2020-10-14 18:00:00;19,97;13,5;103;67,54;0;0;0,1;0,6;6874;
2020-10-14 17:00:00;22,12;13,1;210;57,17;0;0;0,1;0,4;6874;
2020-10-14 16:00:00;23,61;14,3;376;56,66;0;0;0,5;1,1;6884;
2020-10-14 15:00:00;24,22;14,6;553;55,92;0;0;0,8;1,6;6904;
2020-10-14 14:00:00;24,63;14,5;825;53,95;0;0;1;1,4;6894;
2020-10-14 13:00:00;24,89;12,9;973;48,04;0;0;0,8;1,4;6894;
2020-10-14 12:00:00;23,81;12,2;1052;49,05;0;0;0,6;1,6;6894;
2020-10-14 11:00:00;21,63;12;977;55,18;0;0;0,7;1,2;6904;
2020-10-14 10:00:00;19,22;12,5;810;65,79;0;0;0,2;0,8;6904;
2020-10-14 09:00:00;15,27;12,6;586;85,38;0;0;0;0,2;6914;
2020-10-14 08:00:00;12,74;12,5;292;98,92;0;0;0;0,4;6914;
2020-10-14 07:00:00;10,49;10,4;48;100;0;0;0;0;6796;
2020-10-14 06:00:00;11,36;11,3;0;100;0;0;0;0;6512;
2020-10-14 05:00:00;11,33;11,2;0;100;0;0;0;0;6532;
2020-10-14 04:00:00;10,53;10,4;0;100;0,2;0;0;0;6522;
2020-10-14 03:00:00;11,36;11,3;0;100;0;0;0;0,2;6552;
2020-10-14 02:00:00;11,71;11,4;0;99,35;0;0;0;0;6542;
2020-10-14 01:00:00;12,14;11,6;0;97,74;0;0;0;0,2;6552;
2020-10-14 00:00:00;12,18;11,7;0;97,95;0;0;0;0,2;6542;3,9
2020-10-13 23:00:00;12,75;10,8;0;89,05;0;0;0;0,1;6542;
2020-10-13 22:00:00;13,75;10,7;0;83,09;0;0;0;0,2;6542;
2020-10-13 21:00:00;13,97;11,5;0;85,89;0;0;0;0;6590;
2020-10-13 20:00:00;15,37;11,5;0;78,44;0;0;0;0,1;6640;
2020-10-13 19:00:00;18,14;9,9;0;60,02;0;0;0;0,2;6708;
2020-10-13 18:00:00;21,79;9,6;155;46,8;0;0;0,4;1,1;6796;
2020-10-13 17:00:00;23,47;8,5;428;39,23;0;0;0,5;1,3;6894;
2020-10-13 16:00:00;23,93;9,2;672;39,87;0;0;0,9;1,6;6904;
2020-10-13 15:00:00;23,5;10,3;883;43,9;0;0;0,8;1,4;6904;
2020-10-13 14:00:00;22,73;10,4;1027;46,47;0;0;0,8;1,5;6904;
2020-10-13 13:00:00;21,84;11,7;1034;53,27;0;0;0,8;1,9;6904;
2020-10-13 12:00:00;19,99;12,1;1126;61,36;0;0;0,8;1,4;6904;
2020-10-13 11:00:00;17,64;12,3;933;72,2;0;0;0,5;1,4;6904;
2020-10-13 10:00:00;13,74;12,8;390;95,22;0;0;0,1;0,3;6914;
2020-10-13 09:00:00;11,88;11,8;140;100;0;0;0;0,4;6904;
2020-10-13 08:00:00;11,44;11,3;64;100;0;0;0;0;6756;
2020-10-13 07:00:00;11,3;11,2;21;100;0;0;0;0;6590;
2020-10-13 06:00:00;11,35;11,3;0;100;0;0;0;0;6522;
2020-10-13 05:00:00;10,58;10,5;0;100;0;0;0;0;6512;
2020-10-13 04:00:00;11,44;11,4;0;100;0;0;0,1;0,6;6532;
2020-10-13 03:00:00;12,09;11,6;0;97,98;0;0;0,3;1;6522;
2020-10-13 02:00:00;12,68;8,6;0;77,07;0;0;0;0,1;6542;
2020-10-13 01:00:00;13,61;6,7;0;63,95;0;0;0;0,5;6542;
2020-10-13 00:00:00;14,01;6,7;0;62,01;0;0;0;0,3;6542;4,8
2020-10-12 23:00:00;15,07;6,5;0;57,52;0;0;0;0;6532;
2020-10-12 22:00:00;16,18;6,8;0;54,55;0;0;0;0,1;6532;
2020-10-12 21:00:00;18,07;7;0;49,01;0;0;0,1;0,6;6562;
2020-10-12 20:00:00;18,64;10,1;0;58,25;0;0;0;0,2;6590;
2020-10-12 19:00:00;20,04;12,1;8;61,39;0;0;0;0;6668;
2020-10-12 18:00:00;23,03;12,6;135;52,39;0;0;0,5;1;6834;
2020-10-12 17:00:00;25,03;13,2;378;48,59;0;0;0,7;1,5;6894;
2020-10-12 16:00:00;26,51;14;619;46,75;0;0;1,3;1,8;6894;
2020-10-12 15:00:00;27,88;13,1;826;40,75;0;0;1,5;1,9;6894;
2020-10-12 14:00:00;27,68;13,5;970;42,42;0;0;1,6;2,3;6894;
2020-10-12 13:00:00;26,72;12,6;1042;42,32;0;0;1,4;2,1;6894;
2020-10-12 12:00:00;25,16;12,7;1026;46,68;0;0;1,4;2;6894;
2020-10-12 11:00:00;23,19;13;927;53,65;0;0;1,3;1,7;6904;
2020-10-12 10:00:00;20,76;12,6;750;60,21;0;0;1,3;2,2;6904;
2020-10-12 09:00:00;18,58;12,2;526;67,37;0;0;0,9;1,6;6904;
2020-10-12 08:00:00;16,69;11,8;279;73,96;0;0;0,8;1,3;6914;
2020-10-12 07:00:00;14,89;11,5;54;80,91;0;0;0,7;1,2;6748;
2020-10-12 06:00:00;14,8;11,3;0;80,22;0;0;0,8;1,5;6532;
2020-10-12 05:00:00;15,16;11,1;0;77,74;0;0;0,5;1,1;6532;
2020-10-12 04:00:00;15,69;11;0;74,54;0;0;0,5;0,8;6542;
2020-10-12 03:00:00;16,43;10,9;0;70,65;0;0;0,8;1,2;6542;
2020-10-12 02:00:00;16,73;10,6;0;68,11;0;0;0,4;1;6552;
2020-10-12 01:00:00;17,37;10,1;0;63,07;0;0;0,3;1;6532;
2020-10-12 00:00:00;15,74;11;0;74,31;0;0;0;0,2;6542;4,4
2020-10-11 23:00:00;16,22;10,9;0;71,84;0;0;0;0;6552;
2020-10-11 22:00:00;18,71;10,8;0;61,05;0;0;0;0;6552;
2020-10-11 21:00:00;18,9;11,4;0;62,66;0;0;0,5;1,1;6562;
2020-10-11 20:00:00;19,15;11,9;0;63,56;0;0;0,3;0,9;6600;
2020-10-11 19:00:00;21,06;12;0;57,06;0;0;0;0,2;6668;
2020-10-11 18:00:00;25,35;8,1;149;35,12;0;0;0;0,1;6766;
2020-10-11 17:00:00;26,75;4,7;417;25,01;0;0;0,1;0,5;6884;
2020-10-11 16:00:00;26,91;4,5;667;24,43;0;0;0,6;1,2;6894;
2020-10-11 15:00:00;26,59;7;870;29,59;0;0;0,6;1,2;6894;
2020-10-11 14:00:00;25,64;7,5;1016;32,13;0;0;1,1;1,8;6904;
2020-10-11 13:00:00;24,65;8,3;1086;36,04;0;0;1,3;1,9;6904;
2020-10-11 12:00:00;22,86;9,9;1074;44,82;0;0;0,9;1,5;6904;
2020-10-11 11:00:00;20,8;11,2;969;55,15;0;0;1;1,6;6904;
2020-10-11 10:00:00;18,36;10,9;790;62,41;0;0;1,4;2,1;6904;
2020-10-11 09:00:00;15,64;9,9;556;70,05;0;0;1,4;2;6914;
2020-10-11 08:00:00;13,43;9,3;300;77,11;0;0;0,4;1,1;6914;
2020-10-11 07:00:00;10,65;8,3;43;86,4;0;0;0,1;0,7;6738;
2020-10-11 06:00:00;9,93;7,8;0;87,6;0;0;0,2;0,7;6532;
2020-10-11 05:00:00;9,41;7,4;0;88,4;0;0;0,1;0,3;6532;
2020-10-11 04:00:00;9,26;7,2;0;87,61;0;0;0;0,2;6532;
2020-10-11 03:00:00;9,24;6,8;0;85,88;0;0;0;0,2;6522;
2020-10-11 02:00:00;9,57;6,8;0;83,88;0;0;0;0;6532;
2020-10-11 01:00:00;9,99;7,2;0;83,93;0;0;0;0,2;6542;
2020-10-11 00:00:00;10;7,4;0;84,82;0;0;0;0;6542;4,1
2020-10-10 23:00:00;10,26;7,3;0;82,85;0;0;0,2;0,8;6542;
2020-10-10 22:00:00;10,63;6,9;0;78,95;0;0;0;0,1;6562;
2020-10-10 21:00:00;11,66;6,3;0;70,51;0;0;0,1;0,4;6590;
2020-10-10 20:00:00;12,78;3,5;0;54,08;0;0;0,1;0,3;6660;
2020-10-10 19:00:00;14,34;3,6;0;48,92;0;0;0,1;0,8;6728;
2020-10-10 18:00:00;18,44;5,8;153;44,05;0;0;0,2;0,8;6834;
2020-10-10 17:00:00;20,18;5,9;421;40,26;0;0;0,4;0,9;6874;
2020-10-10 16:00:00;20,96;5,1;668;36,11;0;0;0,6;1,8;6904;
2020-10-10 15:00:00;21,05;4,9;876;35,46;0;0;0,7;1,3;6904;
2020-10-10 14:00:00;20,56;5,5;1025;37,97;0;0;0,9;1,5;6904;
2020-10-10 13:00:00;19,98;5,5;1085;39,69;0;0;0,9;1,6;6904;
2020-10-10 12:00:00;18,91;6,4;1035;44,6;0;0;1;1,6;6904;
2020-10-10 11:00:00;17,89;4,9;972;42,94;0;0;0,7;1,3;6904;
2020-10-10 10:00:00;16,72;5,9;790;49,63;0;0;0,5;1,1;6914;
2020-10-10 09:00:00;14,95;6,4;558;58,04;0;0;0,4;0,7;6914;
2020-10-10 08:00:00;12,51;9,7;262;84,45;0;0;0,2;0,5;6914;
2020-10-10 07:00:00;9,97;9,9;46;100;0;0;0;0;6816;
2020-10-10 06:00:00;9,9;9,8;0;100;0,2;0;0;0;6532;
2020-10-10 05:00:00;10,18;10,1;0;100;0;0;0;0;6512;
2020-10-10 04:00:00;11,41;10,2;0;93,68;0;0;0;0;6542;
2020-10-10 03:00:00;11,69;11,6;0;99,88;0;0;0;0;6542;
2020-10-10 02:00:00;11,57;11,5;0;100;0;0;0;0;6552;
2020-10-10 01:00:00;11,55;11,5;0;100;0;0;0;0;6542;
2020-10-10 00:00:00;11,62;11,5;0;100;0;0;0;0;6552;2,7
2020-10-09 23:00:00;11,72;11,6;0;99,94;0;0;0;0;6532;
2020-10-09 22:00:00;12,51;12;0;97,79;0;0;0;0,3;6552;
2020-10-09 21:00:00;13,16;12,1;0;94,21;0;0;0;0,3;6610;
2020-10-09 20:00:00;14,33;12;0;87,09;0;0;0;0,1;6660;
2020-10-09 19:00:00;15,92;11,3;0;74,93;0;0;0;0,1;6738;
2020-10-09 18:00:00;19,49;9,7;142;53,98;0;0;0,1;0,5;6854;
2020-10-09 17:00:00;19,93;9,5;391;51,64;0;0;0,5;1,8;6894;
2020-10-09 16:00:00;20,19;10,9;630;56,16;0;0;0,6;1,1;6904;
2020-10-09 15:00:00;19,8;10;748;54,24;0;0;1;1,9;6904;
2020-10-09 14:00:00;18,48;12,4;546;68,84;0;0;0,7;1,4;6904;
2020-10-09 13:00:00;17,82;13,3;415;75,7;0;0;0,4;1,1;6904;
2020-10-09 12:00:00;18,08;13,7;368;76,31;0;0;0,5;1;6904;
2020-10-09 11:00:00;17,4;13,2;325;77,26;0;0;0,5;1;6904;
2020-10-09 10:00:00;17,68;12,6;455;73,06;0;0;0,5;1,1;6894;
2020-10-09 09:00:00;16,18;11,7;445;75,74;0;0;0;0,3;6904;
2020-10-09 08:00:00;13,11;11,6;188;91,72;0;0;0;0,2;6914;
2020-10-09 07:00:00;11,11;10,9;40;99,56;0;0;0;0;6786;
2020-10-09 06:00:00;11,2;10,4;0;95,81;0;0;0;0,4;6512;
2020-10-09 05:00:00;11,39;10,5;0;94,89;0;0;0;0,2;6542;
2020-10-09 04:00:00;11,1;10,2;0;95,06;0;0;0,1;0,6;6522;
2020-10-09 03:00:00;10,94;9,8;0;93,76;0;0;0;0,2;6542;
2020-10-09 02:00:00;12,05;10,7;0;92,43;0;0;0;0,2;6552;
2020-10-09 01:00:00;12,91;11,8;0;93,83;0;0;0,1;0,5;6542;
2020-10-09 00:00:00;13,67;12,6;0;94,12;0;0;0;0,5;6552;2,4
2020-10-08 23:00:00;13,84;12,9;0;94,46;0;0;0;0,2;6552;
2020-10-08 22:00:00;14,12;12,9;0;93,33;0;0;0,4;1,1;6552;
2020-10-08 21:00:00;15,07;13,5;0;91,23;0;0;0,2;0,5;6572;
2020-10-08 20:00:00;16,04;13,9;0;87,78;0;0;0,2;0,5;6610;
2020-10-08 19:00:00;17,41;13,6;8;79,19;0;0;0,3;0,7;6668;
2020-10-08 18:00:00;19,55;13,2;91;67,56;0;0;0,3;0,8;6864;
2020-10-08 17:00:00;21,7;13,6;382;60,67;0;0;0,4;0,8;6894;
2020-10-08 16:00:00;21,91;13,3;608;58,94;0;0;0,6;1,3;6904;
2020-10-08 15:00:00;20,94;13,7;432;64,25;0;0;0,3;0,7;6904;
2020-10-08 14:00:00;20,22;13,8;253;67,46;0;0;0,1;0,4;6904;
2020-10-08 13:00:00;20,08;13,6;432;67,16;0;0;0,2;0,8;6904;
2020-10-08 12:00:00;19,07;13;459;68,81;0;0;0,1;0,5;6904;
2020-10-08 11:00:00;17,65;12,7;294;73,62;0;0;0;0,1;6904;
2020-10-08 10:00:00;16,58;12,7;248;78,78;0;0;0,1;0,2;6904;
2020-10-08 09:00:00;15,93;13;292;83,67;0;0;0,6;1,2;6904;
2020-10-08 08:00:00;14,87;13,3;131;91,27;0;0;0,2;0,6;6894;
2020-10-08 07:00:00;14,43;14,1;32;98,67;0;0;0;0,2;6660;
2020-10-08 06:00:00;14,68;14,6;0;100;0;0;0;0,5;6552;
2020-10-08 05:00:00;14,68;14,6;0;100;0;0;0;0,2;6542;
2020-10-08 04:00:00;14,83;14,7;0;100;0;0;0,4;0,8;6542;
2020-10-08 03:00:00;14,83;14,7;0;100;0;0;0,1;0,4;6532;
2020-10-08 02:00:00;14,87;14,8;0;100;0;0;0,7;1,7;6532;
2020-10-08 01:00:00;14,84;14,7;0;99,99;0;0;0,1;0,5;6532;
2020-10-08 00:00:00;14,72;14,7;0;100;0;0;0;0;6552;2,4
2020-10-07 23:00:00;14,87;14,6;0;99,19;0;0;0;0;6532;
2020-10-07 22:00:00;15,47;14,7;0;95,85;0;0;0;0;6542;
2020-10-07 21:00:00;15,81;15;0;95,76;0;0;0;0,2;6582;
2020-10-07 20:00:00;16,54;15,4;0;93,63;0;0;0;0,3;6630;
2020-10-07 19:00:00;17,42;14,4;0;83,57;0;0;0;0,1;6698;
2020-10-07 18:00:00;18,44;14,9;46;80,88;0;0;0;0,2;6796;
2020-10-07 17:00:00;18,96;15,8;97;82,45;0;0;0,4;1,4;6864;
2020-10-07 16:00:00;21,66;16,2;160;72,26;0;0;0,7;1,5;6874;
2020-10-07 15:00:00;22,89;16;240;66,12;0;0;0,2;0,5;6894;
2020-10-07 14:00:00;23,15;15,3;339;62,05;0;0;0,2;0,5;6894;
2020-10-07 13:00:00;22,56;15,4;373;64,7;0;0;0,9;1,7;6904;
2020-10-07 12:00:00;22,79;15,8;698;65,43;0;0;0,8;1,7;6904;
2020-10-07 11:00:00;21,6;15,7;667;70,14;0;0;0,2;0,8;6904;
2020-10-07 10:00:00;19,63;14,9;526;74,85;0;0;0,2;0,4;6904;
2020-10-07 09:00:00;16,34;14;395;87,34;0;0;0,1;0,6;6914;
2020-10-07 08:00:00;13,66;13,5;182;99,62;0;0;0;0,4;6904;
2020-10-07 07:00:00;12,36;12,3;33;100;0;0;0;0;6708;
2020-10-07 06:00:00;12,62;12,5;0;100;0;0;0,1;0,8;6532;
2020-10-07 05:00:00;12,55;12,5;0;100;0;0;0;0,2;6552;
2020-10-07 04:00:00;12,54;12,4;0;99,99;0;0;0;0;6552;
